Name,Stock ID,Yahoo ticker,LC
FAW Jiefang Group Co Ltd,CNE000000R85,000800.SZ,China
FedEx Corp,US31428X1063,FDX,United States
Feng TAY Enterprise Co Ltd,TW0009910000,9910.TW,Taiwan
Ferguson Enterprises Inc,US31488V1070,FERG,United States
Ferrari NV,NL0011585146,RACE.MI,Italy
Ferrovial SE,NL0015001FS8,FER.MC,Spain
Fidelity National Financial Inc,US31620R3030,FNF,United States
Fidelity National Information Services Inc,US31620M1062,FIS,United States
Fifth Third Bancorp,US3167731005,FITB,United States
FinecoBank Banca Fineco SpA,IT0000072170,FBK.MI,Italy
First Abu Dhabi Bank PJSC,AEN000101016,,
First Citizens BancShares Inc/NC,US31946M1036,FCNCA,United States
FirstEnergy Corp,US3379321074,FE,United States
First Financial Holding Co Ltd,TW0002892007,2892.TW,Taiwan
First Quantum Minerals Ltd,CA3359341052,FM.TO,Canada
FirstRand Ltd,ZAE000066304,FSR.JO,South Africa
FirstService Corp,CA33767E2024,FSV.TO,Canada
First Solar Inc,US3364331070,FSLR,United States
Fiserv Inc,US3377381088,FI,United States
Fisher & Paykel Healthcare Corp Ltd,NZFAPE0001S2,FPH.NZ,New Zealand
Flat Glass Group Co Ltd,CNE100003HV0,601865.SS,China
FleetPartners Group Ltd,AU0000272924,FPR.AX,Australia
Fletcher Building Ltd,NZFBUE0001S0,FBU.NZ,New Zealand
Flight Centre Travel Group Ltd,AU000000FLT9,FLT.AX,Australia
Flutter Entertainment PLC,IE00BWT6H894,FLUT,United States
Focus Media Information Technology Co Ltd,CNE000001KK2,002027.SZ,China
Fomento Economico Mexicano SAB de CV,US3444191064,FMX,United States
Fomento Economico Mexicano SAB de CV,MXP320321310,FEMSAUBD.MX,Mexico
Ford Motor Co,US3453708600,F,United States
Ford Otomotiv Sanayi AS,TRAOTOSN91H6,FROTO.IS,Turkey
Formosa Chemicals & Fibre Corp,TW0001326007,1326.TW,Taiwan
Formosa Plastics Corp,TW0001301000,1301.TW,Taiwan
Fortescue Ltd,AU000000FMG4,FMG.AX,Australia
Fortinet Inc,US34959E1091,FTNT,United States
Fortis Inc/Canada,CA3495531079,FTS.TO,Canada
Fortive Corp,US34959J1088,FTV,United States
Fortum Oyj,FI0009007132,FORTUM.HE,Finland
Fortune Brands Innovations Inc,US34964C1062,FBIN,United States
Fortune Electric Co Ltd,TW0001519007,1519.TW,Taiwan
Foshan Haitian Flavouring & Food Co Ltd,CNE100001SL2,603288.SS,China
Fosun International Ltd,HK0656038673,0656.HK,Hong Kong
Founder Securities Co Ltd,CNE1000015Y8,601901.SS,China
Foxconn Industrial Internet Co Ltd,CNE1000031P3,601138.SS,China
Fox Corp,US35137L2043,FOX,United States
Fox Corp,US35137L1052,FOXA,United States
Franco-Nevada Corp,CA3518581051,FNV.TO,Canada
Franklin Resources Inc,US3546131018,BEN,United States
Freeport-McMoRan Inc,US35671D8570,FCX,United States
Freightways Group Ltd,NZFREE0001S0,FRW.NZ,New Zealand
Fresenius Medical Care AG,DE0005785802,FME.DE,Germany
Fresenius SE & Co KGaA,DE0005785604,FRE.DE,Germany
Frontier Communications Parent Inc,US35909D1090,FYBR,United States
Fubon Financial Holding Co Ltd,TW0002881000,2881.TW,Taiwan
Fuji Electric Co Ltd,JP3820000002,6504.T,Japan
FUJIFILM Holdings Corp,JP3814000000,4901.T,Japan
Fujikura Ltd,JP3811000003,5803.T,Japan
Fujitsu Ltd,JP3818000006,6702.T,Japan
Futu Holdings Ltd,US36118L1061,US36118L1061.SG,Germany
Fuyao Glass Industry Group Co Ltd,CNE100001TR7,3606.HK,Hong Kong
Fuyao Glass Industry Group Co Ltd,CNE000000230,600660.SS,China
G8 Education Ltd,AU000000GEM7,GEM.AX,Australia
GAIL India Ltd,INE129A01019,GAIL.NS,India
Galaxy Entertainment Group Ltd,HK0027032686,0027.HK,Hong Kong
Galderma Group AG,CH1335392721,GALD.SW,Switzerland
Galp Energia SGPS SA,PTGAL0AM0009,GALP.LS,Portugal
Gamuda Bhd,MYL5398OO002,5398.KL,Malaysia
Ganfeng Lithium Group Co Ltd,CNE100000SF6,002460.SZ,China
Garmin Ltd,CH0114405324,GRMN,United States
Gartner Inc,US3666511072,IT,United States
GCL Technology Holdings Ltd,KYG3774X1088,3800.HK,Hong Kong
GD Power Development Co Ltd,CNE000000PC0,600795.SS,China
GEA Group AG,DE0006602006,G1A.F,Germany
Geberit AG,CH0030170408,GEBN.SW,Switzerland
Geely Automobile Holdings Ltd,KYG3777B1032,0175.HK,Hong Kong
GE HealthCare Technologies Inc,US36266G1076,GEHC,United States
GEM Co Ltd,CNE100000KT4,002340.SZ,China
Gen Digital Inc,US6687711084,GEN,United States
General Electric Co,US3696043013,GE,United States
Generali,IT0000062072,G.MI,Italy
General Mills Inc,US3703341046,GIS,United States
General Motors Co,US37045V1008,GM,United States
Genesis Minerals Ltd,AU000000GMD9,GMD.AX,Australia
Genmab A/S,DK0010272202,GMAB.CO,Denmark
Genscript Biotech Corp,KYG3825B1059,1548.HK,Hong Kong
Genting Bhd,MYL3182OO002,3182.KL,Malaysia
Genting Malaysia Bhd,MYL4715OO008,4715.KL,Malaysia
Genting Singapore Ltd,SGXE21576413,G13.SI,Singapore
Gentrack Group Ltd,NZGTKE0002S9,GTK.NZ,New Zealand
Genuine Parts Co,US3724601055,GPC,United States
GenusPlus Group Ltd,AU0000117160,GNP.AX,Australia
George Weston Ltd,CA9611485090,WN.TO,Canada
Gerdau SA,BRGGBRACNPR8,GGBR4.SA,Brazil
Getinge AB,SE0000202624,GETI-B.ST,Sweden
Getlink SE,FR0010533075,GET.PA,France
GE Vernova Inc,US36828A1016,GEV,United States
GFL Environmental Inc,CA36168Q1046,CA36168Q1046.SG,Germany
GF Securities Co Ltd,CNE0000008L2,000776.SZ,China
Giant Biogene Holding Co ltd,KYG3887G1091,2367.HK,Hong Kong
Gigabyte Technology Co Ltd,TW0002376001,2376.TW,Taiwan
GigaDevice Semiconductor Inc,CNE1000030S9,603986.SS,China
Gildan Activewear Inc,CA3759161035,CA3759161035.SG,Germany
Gilead Sciences Inc,US3755581036,GILD,United States
Ginlong Technologies Co Ltd,CNE100003JZ7,300763.SZ,China
Givaudan SA,CH0010645932,GIVN.SW,Switzerland
Gjensidige Forsikring ASA,NO0010582521,GJF.OL,Norway
Glencore PLC,JE00B4T3BW64,GLEN.L,United Kingdom
Global-e Online Ltd,IL0011741688,GLBE,United States
Global Payments Inc,US37940X1028,GPN,United States
Global Unichip Corp,TW0003443008,3443.TW,Taiwan
Globalwafers Co Ltd,TW0006488000,6488.TWO,Taiwan
Globant SA,LU0974299876,GLOB,United States
GMR Airports Ltd,INE776C01039,GMRAIRPORT.NS,India
GoDaddy Inc,US3802371076,GDDY,United States
Godrej Consumer Products Ltd,INE102D01028,GODREJCP.NS,India
Godrej Properties Ltd,INE484J01027,GODREJPROP.NS,India
GoerTek Inc,CNE100000BP1,002241.SZ,China
Gold Fields Ltd,ZAE000018123,GFI.JO,South Africa
Goldman Sachs Group Inc/The,US38141G1040,GS,United States
Gold Road Resources Ltd,AU000000GOR5,GOR.AX,Australia
Goldwind Science & Technology Co Ltd,CNE1000008S5,002202.SZ,China
Goneo Group Co Ltd,CNE100003RL0,603195.SS,China
Gotion High-tech Co Ltd,CNE000001NY7,002074.SZ,China
GoTo Gojek Tokopedia Tbk PT,ID1000166903,GOTO.JK,Indonesia
GQG Partners Inc,AU0000180499,GQG.AX,Australia
Grab Holdings Ltd,KYG4124C1096,GRAB,United States
Graco Inc,US3841091040,GGG,United States
GrainCorp Ltd,AU000000GNC9,GNC.AX,Australia
Grasim Industries Ltd,INE047A01021,GRASIM.NS,India
Great Wall Motor Co Ltd,CNE100000338,2333.HK,Hong Kong
Great Wall Motor Co Ltd,CNE1000018V8,601633.SS,China
Great-West Lifeco Inc,CA39138C1068,GWO.TO,Canada
Gree Electric Appliances Inc of Zhuhai,CNE0000001D4,000651.SZ,China
GRG Banking Equipment Co Ltd,CNE100000650,002152.SZ,China
Grifols SA,ES0171996087,GRF.MC,Spain
Groupe Bruxelles Lambert NV,BE0003797140,GBLB.BR,Belgium
Gruma SAB de CV,MXP4948K1056,GRUMAB.MX,Mexico
Grupo Aeroportuario del Centro Norte SAB de CV,MX01OM000018,OMAB.MX,Mexico
Grupo Aeroportuario del Pacifico SAB de CV,US4005061019,PAC,United States
Grupo Aeroportuario del Pacifico SAB de CV,MX01GA000004,GAPB.MX,Mexico
Grupo Aeroportuario del Sureste SAB de CV,MXP001661018,ASURB.MX,Mexico
Grupo Bimbo SAB de CV,MXP495211262,BIMBOA.MX,Mexico
Grupo Carso SAB de CV,MXP461181085,GCARSOA1.MX,Mexico
Grupo Comercial Chedraui SA de CV,MX01CH170002,CHDRAUIB.MX,Mexico
Grupo Financiero Banorte SAB de CV,MXP370711014,GFNORTEO.MX,Mexico
Grupo Financiero Inbursa SAB de CV,MXP370641013,GFINBURO.MX,Mexico
Grupo Mexico SAB de CV,MXP370841019,GMEXICOB.MX,Mexico
GS Holdings Corp,KR7078930005,078930.KS,South Korea
GSK PLC,GB00BN7SWP63,GSK.L,United Kingdom
Guangdong Haid Group Co Ltd,CNE100000HP8,002311.SZ,China
Guangdong Investment Ltd,HK0270001396,0270.HK,Hong Kong
Guangzhou Automobile Group Co Ltd,CNE100001NQ2,601238.SS,China
Guangzhou Baiyunshan Pharmaceutical Holdings Co Ltd,CNE000001733,600332.SS,China
Guangzhou Haige Communications Group Inc Co,CNE100000T24,002465.SZ,China
Guangzhou Tinci Materials Technology Co Ltd,CNE100001RG4,002709.SZ,China
Gulf Bank KSCP,KW0EQ0100028,GBK.KW,Kuwait
Gulf Energy Development PCL,TH8319010R14,,
Guosen Securities Co Ltd,CNE100001WS9,002736.SZ,China
Guotai Junan Securities Co Ltd,CNE1000022F3,601211.SS,China
Guzman y Gomez Ltd,AU0000336679,GYG.AX,Australia
GWA Group Ltd,AU000000GWA4,GWA.AX,Australia
Haci Omer Sabanci Holding AS,TRASAHOL91Q5,SAHOL.IS,Turkey
Haidilao International Holding Ltd,KYG4290A1013,6862.HK,Hong Kong
Haier Smart Home Co Ltd,CNE1000048K8,CNE1000048K8.SG,Germany
Haier Smart Home Co Ltd,CNE000000CG9,600690.SS,China
Hainan Airlines Holding Co Ltd,CNE0000011C5,600221.SS,China
Hainan Airport Infrastructure Co Ltd,CNE000001C32,600515.SS,China
Haitian International Holdings Ltd,KYG4232C1087,1882.HK,Hong Kong
Haitong Securities Co Ltd,CNE1000019K9,,
Haitong Securities Co Ltd,CNE000000CK1,,
Haleon PLC,GB00BMX86B70,HLN.L,United Kingdom
Halliburton Co,US4062161017,HAL,United States
Halma PLC,GB0004052071,HLMA.L,United Kingdom
Hana Financial Group Inc,KR7086790003,086790.KS,South Korea
Hang Seng Bank Ltd,HK0011000095,0011.HK,Hong Kong
Hangzhou First Applied Material Co Ltd,CNE100001VX1,603806.SS,China
Hangzhou GreatStar Industrial Co Ltd,CNE100000RC5,002444.SZ,China
Hangzhou Silan Microelectronics Co Ltd,CNE000001DN1,600460.SS,China
Hangzhou Tigermed Consulting Co Ltd,CNE100001KV8,300347.SZ,China
Hanjin Kal Corp,KR7180640005,180640.KS,South Korea
Hankook Tire & Technology Co Ltd,KR7161390000,161390.KS,South Korea
Hankyu Hanshin Holdings Inc,JP3774200004,9042.T,Japan
Hanmi Pharm Co Ltd,KR7128940004,128940.KS,South Korea
Hanmi Semiconductor Co Ltd,KR7042700005,042700.KS,South Korea
Hannover Rueck SE,DE0008402215,HNR1.DE,Germany
Hansen Technologies Ltd,AU000000HSN3,HSN.AX,Australia
Hansoh Pharmaceutical Group Co Ltd,KYG549581067,KYG549581067.SG,Germany
Hanwha Ocean Co Ltd,KR7042660001,042660.KS,South Korea
Hapvida Participacoes e Investimentos S/A,BRHAPVACNOR4,HAPV3.SA,Brazil
Hargreaves Lansdown PLC,GB00B1VZ0M25,,
Harmony Gold Mining Co Ltd,ZAE000015228,HAR.JO,South Africa
Hartford Financial Services Group Inc/The,US4165151048,HIG,United States
Harvey Norman Holdings Ltd,AU000000HVN7,HVN.AX,Australia
HA Sustainable Infrastructure Capital Inc,US41068X1000,HASI,United States
Havas NV,NL0015002AH0,HAVAS.AS,Netherlands
Havells India Ltd,INE176B01034,HAVELLS.NS,India
HCA Healthcare Inc,US40412C1018,HCA,United States
HCL Technologies Ltd,INE860A01027,HCLTECH.NS,India
HDFC Asset Management Co Ltd,INE127D01025,HDFCAMC.NS,India
HDFC Bank Ltd,INE040A01034,HDFCBANK.NS,India
HDFC Life Insurance Co Ltd,INE795G01014,HDFCLIFE.NS,India
HD Hyundai Co Ltd,KR7267250009,267250.KS,South Korea
HD Hyundai Electric Co Ltd,KR7267260008,267260.KS,South Korea
HD Hyundai Heavy Industries Co Ltd,KR7329180004,329180.KS,South Korea
HD Korea Shipbuilding & Offshore Engineering Co Ltd,KR7009540006,009540.KS,South Korea
Healius Ltd,AU0000033359,HLS.AX,Australia
HEICO Corp,US4228061093,HEI,United States
HEICO Corp,US4228062083,HEI-A,United States
Heidelberg Materials AG,DE0006047004,HEI.DE,Germany
Heilongjiang Agriculture Co Ltd,CNE0000019Z9,600598.SS,China
Heineken Holding NV,NL0000008977,HEIO.AS,Netherlands
Heineken NV,NL0000009165,HEIA.AS,Netherlands
Helia Group Ltd,AU0000251498,HLI.AX,Australia
Hellenic Telecommunications Organization SA,GRS260333000,HTO.AT,Greece
Helloworld Travel Ltd,AU000000HLO6,HLO.AX,Australia
Helvetia Holding AG,CH0466642201,HELN.SW,Switzerland
Henan Shuanghui Investment & Development Co Ltd,CNE000000XM3,000895.SZ,China
Henderson Land Development Co Ltd,HK0012000102,0012.HK,Hong Kong
Hengan International Group Co Ltd,KYG4402L1510,1044.HK,Hong Kong
Hengli Petrochemical Co Ltd,CNE0000018V0,600346.SS,China
Hengtong Optic-electric Co Ltd,CNE000001FQ9,600487.SS,China
Henkel AG & Co KGaA,DE0006048408,HEN.DE,Germany
Henkel AG & Co KGaA,DE0006048432,HEN3.DE,Germany
Henry Schein Inc,US8064071025,HSIC,United States
Hermes International SCA,FR0000052292,RMS.PA,France
Hero MotoCorp Ltd,INE158A01026,HEROMOTOCO.BO,India
Hershey Co/The,US4278661081,HSY,United States
Hess Corp,US42809H1077,,
Hewlett Packard Enterprise Co,US42824C1099,HPE,United States
Hexagon AB,SE0015961909,HEXA-B.ST,Sweden
HF Sinclair Corp,US4039491000,DINO,United States
Hikari Tsushin Inc,JP3783420007,9435.T,Japan
Hikma Pharmaceuticals PLC,GB00B0LCW083,HIK.L,United Kingdom
Hilton Worldwide Holdings Inc,US43300A2033,HLT,United States
Hindalco Industries Ltd,INE038A01020,HINDALCO.BO,India
Hindustan Aeronautics Ltd,INE066F01020,HAL.NS,India
Hindustan Petroleum Corp Ltd,INE094A01015,HINDPETRO.NS,India
Hindustan Unilever Ltd,INE030A01027,HINDUNILVR.NS,India
Hisense Home Appliances Group Co Ltd,CNE000000LC9,000921.SZ,China
Hisense Home Appliances Group Co Ltd,CNE100000353,0921.HK,Hong Kong
Hitachi Construction Machinery Co Ltd,JP3787000003,6305.T,Japan
Hitachi Ltd,JP3788600009,6501.T,Japan
Hithink RoyalFlush Information Network Co Ltd,CNE100000JG3,300033.SZ,China
HLA Group Corp Ltd,CNE0000016H3,600398.SS,China
HLB Inc,KR7028300002,028300.KQ,South Korea
HMC Capital Ltd,AU0000058943,HMC.AX,Australia
H & M Hennes & Mauritz AB,SE0000106270,HM-B.ST,Sweden
HMM Co Ltd,KR7011200003,011200.KS,South Korea
Holcim AG,CH0012214059,HOLN.SW,Switzerland
Holmen AB,SE0011090018,HOLM-B.ST,Sweden
Hologic Inc,US4364401012,HOLX,United States
Home Depot Inc/The,US4370761029,HD,United States
Home Product Center PCL,TH0661010R17,HMPRO-R.BK,Thailand
Honda Motor Co Ltd,JP3854600008,7267.T,Japan
Hong Kong & China Gas Co Ltd,HK0003000038,0003.HK,Hong Kong
Hong Kong Exchanges & Clearing Ltd,HK0388045442,0388.HK,Hong Kong
Hongkong Land Holdings Ltd,BMG4587L1090,H78.SI,Singapore
Hong Leong Bank Bhd,MYL5819OO007,5819.KL,Malaysia
Hon Hai Precision Industry Co Ltd,TW0002317005,2317.TW,Taiwan
Horizon Robotics Inc,KYG4602S1057,9660.HK,Hong Kong
Hormel Foods Corp,US4404521001,HRL,United States
Hoshizaki Corp,JP3845770001,6465.T,Japan
Hotai Motor Co Ltd,TW0002207008,2207.TW,Taiwan
Howmet Aerospace Inc,US4432011082,HWM,United States
Hoya Corp,JP3837800006,7741.T,Japan
HP Inc,US40434L1052,HPQ,United States
HSBC Holdings PLC,GB0005405286,HSBA.L,United Kingdom
Huadong Medicine Co Ltd,CNE0000011S1,000963.SZ,China
Huafon Chemical Co Ltd,CNE000001NK6,002064.SZ,China
Hua Hong Semiconductor Ltd,HK0000218211,HK0000218211.SG,Germany
Hualan Biological Engineering Inc,CNE000001JN8,002007.SZ,China
Hua Nan Financial Holdings Co Ltd,TW0002880002,2880.TW,Taiwan
Huaneng Lancang River Hydropower Inc,CNE100002T71,600025.SS,China
Huaneng Power International Inc,CNE1000006Z4,0902.HK,Hong Kong
Huaneng Power International Inc,CNE000001998,600011.SS,China
Huatai Securities Co Ltd,CNE100000LQ8,601688.SS,China
Huatai Securities Co Ltd,CNE100001YQ9,6886.HK,Hong Kong
Huaxia Bank Co Ltd,CNE000001FW7,600015.SS,China
Huayu Automotive Systems Co Ltd,CNE000000M15,600741.SS,China
HUB24 Ltd,AU000000HUB4,HUB.AX,Australia
Hubbell Inc,US4435106079,HUBB,United States
HubSpot Inc,US4435731009,HUBS,United States
Huizhou Desay Sv Automotive Co Ltd,CNE1000033C7,002920.SZ,China
Hulic Co Ltd,JP3360800001,3003.T,Japan
Humana Inc,US4448591028,HUM,United States
Humanwell Healthcare Group Co Ltd,CNE000000QW6,600079.SS,China
Hunan Valin Steel Co Ltd,CNE000001006,000932.SZ,China
Hundsun Technologies Inc,CNE000001GD5,600570.SS,China
Huntington Bancshares Inc/OH,US4461501045,HBAN,United States
H World Group Ltd,US44332N1063,HTHT,United States
Hyatt Hotels Corp,US4485791028,H,United States
HYBE Co Ltd,KR7352820005,352820.KS,South Korea
Hydro One Ltd,CA4488112083,H.TO,Canada
Hygon Information Technology Co Ltd,CNE100005PT2,688041.SS,China
Hypera SA,BRHYPEACNOR0,HYPE3.SA,Brazil
Hyundai Glovis Co Ltd,KR7086280005,086280.KS,South Korea
Hyundai Mobis Co Ltd,KR7012330007,012330.KS,South Korea
Hyundai Motor Co,KR7005380001,005380.KS,South Korea
Hyundai Motor Co,KR7005381009,005385.KS,South Korea
Hyundai Motor Co,KR7005382007,005387.KS,South Korea
Hyundai Rotem Co Ltd,KR7064350002,064350.KS,South Korea
iA Financial Corp Inc,CA45075E1043,IAG.TO,Canada
Iberdrola SA,ES0144580Y14,IBE.MC,Spain
ICICI Bank Ltd,INE090A01021,ICICIBANK.NS,India
ICICI Lombard General Insurance Co Ltd,INE765G01017,ICICIGI.NS,India
ICICI Prudential Life Insurance Co Ltd,INE726G01019,ICICIPRULI.NS,India
ICL Group Ltd,IL0002810146,ICL,United States
Idemitsu Kosan Co Ltd,JP3142500002,5019.T,Japan
IDEX Corp,US45167R1041,IEX,United States
IDEXX Laboratories Inc,US45168D1046,IDXX,United States
IDFC First Bank Ltd,INE092T01019,IDFCFIRSTB.BO,India
IDP Education Ltd,AU000000IEL5,IEL.AX,Australia
IEIT Systems Co Ltd,CNE0000012M2,000977.SZ,China
Iflytek Co Ltd,CNE100000B81,002230.SZ,China
IGM Financial Inc,CA4495861060,IGM.TO,Canada
IGO Ltd,AU000000IGO4,IGO.AX,Australia
IHH Healthcare Bhd,MYL5225OO007,5225.KL,Malaysia
Illinois Tool Works Inc,US4523081093,ITW,United States
Illumina Inc,US4523271090,ILMN,United States
Iluka Resources Ltd,AU000000ILU1,ILU.AX,Australia
IMCD NV,NL0010801007,IMCD.AS,Netherlands
Imdex Ltd,AU000000IMD5,IMD.AX,Australia
Imeik Technology Development Co Ltd,CNE100004868,300896.SZ,China
Immutep Ltd,AU000000IMM6,IMM.AX,Australia
Impala Platinum Holdings Ltd,ZAE000083648,IMP.JO,South Africa
Imperial Oil Ltd,CA4530384086,IMO.TO,Canada
Imugene Ltd,AU000000IMU9,IMU.AX,Australia
Inari Amertron Bhd,MYQ0166OO007,0166.KL,Malaysia
Incitec Pivot Ltd,AU000000IPL1,DNL.AX,Australia
Incyte Corp,US45337C1027,INCY,United States
Indah Kiat Pulp & Paper Tbk PT,ID1000062201,INKP.JK,Indonesia
Indian Hotels Co Ltd/The,INE053A01029,INDHOTEL.BO,India
Indian Oil Corp Ltd,INE242A01010,IOC.NS,India
Indian Railway Catering & Tourism Corp Ltd,INE335Y01020,IRCTC.NS,India
Indofood CBP Sukses Makmur Tbk PT,ID1000116700,ICBP.JK,Indonesia
Indofood Sukses Makmur Tbk PT,ID1000057003,INDF.JK,Indonesia
IndusInd Bank Ltd,INE095A01012,INDUSINDBK.NS,India
Indus Towers Ltd,INE121J01017,INDUSTOWER.NS,India
Industria de Diseno Textil SA,ES0148396007,ITX.MC,Spain
Industrial Bank Co Ltd,CNE000001QZ7,601166.SS,China
Industrial Bank of Korea,KR7024110009,024110.KS,South Korea
Industrial & Commercial Bank of China Ltd,CNE000001P37,601398.SS,China
Industrial & Commercial Bank of China Ltd,CNE1000003G1,1398.HK,Hong Kong
Industrial Securities Co Ltd,CNE100000V95,601377.SS,China
Industrias Penoles SAB de CV,MXP554091415,PE&OLES.MX,Mexico
Industrie De Nora SpA,IT0005186371,DNR.MI,Italy
Industries Qatar QSC,QA000A0KD6K3,IQCD.QA,Qatar
Industrivarden AB,SE0000190126,INDU-A.ST,Sweden
Industrivarden AB,SE0000107203,INDU-C.ST,Sweden
Indutrade AB,SE0001515552,INDT.ST,Sweden
Infineon Technologies AG,DE0006231004,IFX.DE,Germany
Info Edge India Ltd,INE663F01024,NAUKRI.NS,India
Infomedia Ltd,AU000000IFM0,IFM.AX,Australia
Informa PLC,GB00BMJ6DW54,INF.L,United Kingdom
Infosys Ltd,INE009A01021,INFY.NS,India
Infrastrutture Wireless Italiane SpA,IT0005090300,INW.MI,Italy
Infratil Ltd,NZIFTE0003S3,IFT.NZ,New Zealand
Ingenic Semiconductor Co Ltd,CNE100001377,300223.SZ,China
Ingersoll Rand Inc,US45687V1061,IR,United States
ING Groep NV,NL0011821202,INGA.AS,Netherlands
Inghams Group Ltd,AU000000ING6,ING.AX,Australia
Inner Mongolia BaoTou Steel Union Co Ltd,CNE0000017H1,600010.SS,China
Inner Mongolia Junzheng Energy & Chemical Industry Group Co Ltd,CNE1000010F8,601216.SS,China
Inner Mongolia Yili Industrial Group Co Ltd,CNE000000JP5,600887.SS,China
Innolux Corp,TW0003481008,3481.TW,Taiwan
Innovent Biologics Inc,KYG4818G1010,1801.HK,Hong Kong
Inpex Corp,JP3294460005,1605.T,Japan
InPost SA,LU2290522684,INPST.AS,Netherlands
Insignia Financial Ltd,AU000000IFL2,IFL.AX,Australia
Insulet Corp,US45784P1012,PODD,United States
Insurance Australia Group Ltd,AU000000IAG3,IAG.AX,Australia
Intact Financial Corp,CA45823T1066,IFC.TO,Canada
Integral Diagnostics Ltd,AU000000IDX2,IDX.AX,Australia
Intel Corp,US4581401001,INTC,United States
Intelligent Monitoring Group Ltd,AU0000199713,IMB.AX,Australia
Inter & Co Inc,KYG4R20B1074,INTR,United States
Interconexion Electrica SA ESP,COE15PA00026,ISA.CL,
Intercontinental Exchange Inc,US45866F1049,ICE,United States
InterContinental Hotels Group PLC,GB00BHJYC057,IHG.L,United Kingdom
InterGlobe Aviation Ltd,INE646L01027,INDIGO.NS,India
International Business Machines Corp,US4592001014,IBM,United States
International Container Terminal Services Inc,PHY411571011,,
International Flavors & Fragrances Inc,US4595061015,IFF,United States
International Games System Co Ltd,TW0003293007,3293.TWO,Taiwan
International Paper Co,US4601461035,IP,United States
Interpublic Group of Cos Inc/The,US4606901001,IPG,United States
Intertek Group PLC,GB0031638363,ITRK.L,United Kingdom
Intesa Sanpaolo SpA,IT0000072618,ISP.MI,Italy
Intouch Holdings PCL,TH0201010R12,,
Intuit Inc,US4612021034,INTU,United States
Intuitive Surgical Inc,US46120E6023,ISRG,United States
Inventec Corp,TW0002356003,2356.TW,Taiwan
Investment AB Latour,SE0010100958,LATO-B.ST,Sweden
Investor AB,SE0015811963,INVE-B.ST,Sweden
IOI Corp Bhd,MYL1961OO001,1961.KL,Malaysia
ioneer Ltd,AU0000028946,INR.AX,Australia
IPD Group Ltd/Australia,AU0000189318,IPG.AX,Australia
IperionX Ltd,AU0000208910,IPX.AX,Australia
IPH Ltd,AU000000IPH9,IPH.AX,Australia
Ipsen SA,FR0010259150,IPN.PA,France
IQVIA Holdings Inc,US46266C1053,IQV,United States
IRESS Ltd,AU000000IRE2,IRE.AX,Australia
iShares MSCI Saudi Arabia Capped UCITS ETF,IE00BYYR0489,IKSA.L,United Kingdom
iShares MSCI Saudi Arabia ETF,US46434V4234,KSA,United States
Israel Discount Bank Ltd,IL0006912120,DSCT.TA,Israel
Isuzu Motors Ltd,JP3137200006,7202.T,Japan
Itausa SA,BRITSAACNPR7,ITSA4.SA,Brazil
Itau Unibanco Holding SA,BRITUBACNPR1,ITUB4.SA,Brazil
ITOCHU Corp,JP3143600009,8001.T,Japan
Ivanhoe Mines Ltd,CA46579R1047,IVN.TO,Canada
Jabil Inc,US4663131039,JBL,United States
Jack Henry & Associates Inc,US4262811015,JKHY,United States
Jacobs Solutions Inc,US46982L1089,J,United States
James Hardie Industries PLC,AU000000JHX1,JHX.AX,Australia
Japan Airlines Co Ltd,JP3705200008,9201.T,Japan
Japan Exchange Group Inc,JP3183200009,8697.T,Japan
Japan Post Bank Co Ltd,JP3946750001,7182.T,Japan
Japan Post Holdings Co Ltd,JP3752900005,6178.T,Japan
Japan Post Insurance Co Ltd,JP3233250004,7181.T,Japan
Jardine Matheson Holdings Ltd,BMG507361001,J36.SI,Singapore
JA Solar Technology Co Ltd,CNE100000SD1,002459.SZ,China
Jazz Pharmaceuticals PLC,IE00B4Q5ZN47,JAZZ,United States
JB Hi-Fi Ltd,AU000000JBH7,JBH.AX,Australia
JB Hunt Transport Services Inc,US4456581077,JBHT,United States
JBS S/A,BRJBSSACNOR8,,
JCET Group Co Ltd,CNE000001F05,600584.SS,China
JD.com Inc,KYG8208B1014,9618.HK,Hong Kong
JD.com Inc,US47215P1066,JD,United States
JDE Peet's NV,NL0014332678,NL0014332678.SG,Germany
JD Health International Inc,KYG5074A1004,6618.HK,Hong Kong
JD Logistics Inc,KYG5074S1012,KYG5074S1012.SG,Germany
JD Sports Fashion PLC,GB00BM8Q5M07,JD.L,United Kingdom
Jentech Precision Industrial Co Ltd,TW0003653002,3653.TW,Taiwan
Jeronimo Martins SGPS SA,PTJMT0AE0001,JMT.LS,Portugal
JFE Holdings Inc,JP3386030005,5411.T,Japan
JG Summit Holdings Inc,PHY444251177,,
Jiangsu Eastern Shenghong Co Ltd,CNE0000012K6,000301.SZ,China
Jiangsu Expressway Co Ltd,CNE1000003J5,0177.HK,Hong Kong
Jiangsu Hengli Hydraulic Co Ltd,CNE1000019R4,601100.SS,China
Jiangsu Hengrui Pharmaceuticals Co Ltd,CNE0000014W7,600276.SS,China
Jiangsu King's Luck Brewery JSC Ltd,CNE100001TH8,603369.SS,China
Jiangsu Yanghe Distillery Co Ltd,CNE100000HB8,002304.SZ,China
Jiangsu Yuyue Medical Equipment & Supply Co Ltd,CNE1000009X3,002223.SZ,China
Jiangsu Zhongtian Technology Co Ltd,CNE000001CW4,600522.SS,China
