Name,Stock ID,Yahoo ticker,LC
ALGOMA STEEL GROUP INC,CA0156581070,ASTL,United States
ALIBABA GROUP HOLDING LTD,KYG017191142,9988.HK,Hong Kong
ALIBABA GROUP HOLDING LTD,US01609W1027,BABA,United States
ALIGN TECHNOLOGY INC,US0162551016,ALGN,United States
ALIMENTATION COUCHE TARD INC,CA01626P1484,ATD.TO,Canada
ALIOR BANK SA,PLALIOR00045,ALR.WA,Poland
ALKAMI TECHNOLOGY INC,US01644J1088,ALKT,United States
ALLEGION PLC,IE00BFRT3W74,ALLE,United States
ALLIANCE AVIATION SERVICES LIMITED,AU000000AQZ6,AQZ.AX,Australia
ALLIANCE DATA SYSTEMS CORP,US0185811082,BFH,United States
ALLIANZ SE-REG,DE0008404005,ALV.DE,Germany
ALLIANZ SE UNSPONSORED ADR EA REP 1 10 ORD,US0188201000,ALIZY,United States
ALLISON TRANSMISSION HOLDINGS INC,US01973R1014,ALSN,United States
ALLSTATE CORP,US0200021014,ALL,United States
ALLY FINANCIAL INC,US02005N1000,ALLY,United States
ALNYLAM PHARMACEUTICALS INC,US02043Q1076,ALNY,United States
ALPHA GROUP INTERNATIONAL ORD SHS,GB00BF1TM596,ALPH.L,United Kingdom
ALPHABET INC CLASS C EQUITY,US02079K1079,GOOG,United States
ALPHABET INC CLASS A EQUITY,US02079K3059,,
ALS LIMITED,AU000000ALQ6,ALQ.AX,Australia
ALSTOM SA,FR0010220475,ALO.PA,France
ALUMINUM CORPORATION OF CHINA LTD,CNE1000001T8,2600.HK,Hong Kong
AMADA CO LTD,JP3122800000,6113.T,Japan
"AMADEUS IT GROUP, S.A.",ES0109067019,AMS.MC,Spain
AMANO CORP,JP3124400007,6436.T,Japan
AMAZON COM INC,US0231351067,AMZN,United States
AMCOR PLC CDI,AU000000AMC4,AU000000AMC4.SG,Germany
AMCOR PLC COM USD,JE00BJ1F3079,AMCR,United States
AMER SPORTS INC,KYG0260P1028,AS,United States
AMERCO COM,US0235865062,UHAL-B,United States
AMERICAN AIRLINES COM USD1,US02376R1023,AAL,United States
AMERICAN EAGLE OUTFITTERS INC,US02553E1064,AEO,United States
AMERICAN EXPRESS USD,US0258161092,AXP,United States
AMERICAN FINANCIAL GROUP INC,US0259321042,AFG,United States
AMERICAN INTERNATIONAL GROUP,US0268747849,AIG,United States
AMERIPRISE FINANCIAL INC,US03076C1062,AMP,United States
AMERIS BANCORP,US03076K1088,ABCB,United States
AMETEK INC,US0311001004,AME,United States
AMGEN INC,US0311621009,AMGN,United States
AMICUS THERAPEUTICS INC,US03152W1099,FOLD,United States
AMOTIV LIMITED ORDINARY FULLY PAID,AU0000340770,AOV.AX,Australia
AMP LIMITED,AU000000AMP6,AMP.AX,Australia
AMPHENOL ORD SHS CLASS A,US0320951017,APH,United States
AMPLIFON SPA,IT0004056880,AMP.MI,Italy
AMPOL LIMITED ORDINARY FULLY PAID,AU0000088338,ALD.AX,Australia
AMUNDI SA,FR0004125920,AMUN.PA,France
ANA HOLDINGS INC,JP3429800000,9202.T,Japan
ANALOG DEVICES INCORPORATED COM,US0326541051,ADI,United States
ANDRITZ AG,AT0000730007,ANDR.VI,Austria
ANGLO AMERICAN PLC,GB00B1XZS820,AAM.SW,Switzerland
ANGLOGOLD ASHANTI ORD SHS,GB00BRXH2664,AU,United States
ANHEUSER BUSCH INBEV SA NV,BE0974293251,ABI.BR,Belgium
ANHUI CONSTRUCTION ENGINEERING GROUP CORP LTD,CNE000001DV4,600502.SS,China
ANIMA HOLDINGS SPA,IT0004998065,ANIM.MI,Italy
ANSELL LIMITED,AU000000ANN9,ANN.AX,Australia
ANSYS INC,US03662Q1058,,
ANTA SPORTS PRODUCTS LTD,KYG040111059,2020.HK,Hong Kong
ANTOFAGASTA PLC,GB0000456144,ANTO.L,United Kingdom
ANTON OILFIELD SERVICES GROUP,KYG039991024,3337.HK,Hong Kong
ANZ GROUP HOLDINGS LIMITED ORDINARY FULLY PAID,AU000000ANZ3,ANZ.AX,Australia
AO WORLD PLC,GB00BJTNFH41,AO.L,United Kingdom
AON PLC IE COM CL A,IE00BLP1HW54,AON,United States
APA CORPORATION COM USD0.625,US03743Q1085,APA,United States
APAR INDUSTRY LTD ORD SHS,INE372A01015,APARINDS.NS,India
APELLIS PHARMACEUTICALS INC,US03753U1060,APLS,United States
APOGEE THERAPEUTICS INC,US03770N1019,APGE,United States
APOLLO GLOBAL MANAGEMENT INC,US03769M1062,APO,United States
APPEN LIMITED ORDINARY,AU000000APX3,APX.AX,Australia
APPFOLIO INC ORD,US03783C1009,APPF,United States
APPLE INC,US0378331005,AAPL,United States
APPLIED MATERIALS US,US0382221051,AMAT,United States
APPLOVIN CORP,US03831W1080,APP,United States
APTIV PLC NEW ORD USD0.01,JE00BTDN8H13,APTV,United States
ARAMIS GROUP SAS,FR0014003U94,ARAMI.PA,France
ARB CORPORATION LIMITED ORDINARY FULLY PAID,AU000000ARB5,ARB.AX,Australia
ARC RESOURCES COM NPV,CA00208D4084,ARX.TO,Canada
ARCADIS NV,NL0006237562,ARCAD.AS,Netherlands
ARCADIUM LITHIUM CDI DEFEERED,AU0000305724,,
ARCELLX INC,US03940C1009,ACLX,United States
ARCELORMITTAL NPV POST STK SPLIT,LU1598757687,MT.AS,Netherlands
ARCH CAPITAL GROUPCOM,BMG0450A1053,ACGL,United States
ARCHER DANIELS MIDLAND CO COM STK NPV,US0394831020,ADM,United States
ARCPLUS GROUP PLCA,CNE000000784,600629.SS,China
ARCUTIS BIOTHERAPEUTICS INC COM,US03969K1088,ARQT,United States
ARDELYX INC,US0396971071,ARDX,United States
ARES MANAGEMNT COR COM,US03990B1017,ARES,United States
ARGAN INC,US04010E1091,AGX,United States
ARGENX NV,US04016X1019,ARGX,United States
ARGENX SE,NL0010832176,ARGX.BR,Belgium
ARISTA NETWORKS INC,US0404132054,ANET,United States
ARISTOCRAT LEISURE LTD,AU000000ALL7,ALL.AX,Australia
ARITZIA INC,CA04045U1021,ATZ.TO,Canada
ARKEMA,FR0010313833,AKE.PA,France
ARMSTRONG WORLD INDUSTRIES INC,US04247X1028,AWI,United States
ARTHUR J GALLAGHER CO,US3635761097,AJG,United States
ARTIENCE CO LTD,JP3606600009,4634.T,Japan
ARYT INDUSTRIES ORD SHS,IL0005870147,ARYT.TA,Israel
ASAHI GROUP HOLDINGS LTD,JP3116000005,2502.T,Japan
ASAHI INTECC CO LTD NPV,JP3110650003,7747.T,Japan
ASAHI KASEI CORPORATION,JP3111200006,3407.T,Japan
ASANA INC,US04342Y1047,ASAN,United States
ASCENDIS PHARMA AS,US04351P1012,ASND,United States
ASGN INCORPORATED COM USD0.01,US00191U1025,ASGN,United States
ASHMORE GROUP PLC,GB00B132NW22,ASHM.L,United Kingdom
ASHOT ASHKELON INDUSTRIES ORD SHS,IL0003120172,ASHO.TA,Israel
ASHTEAD GROUP PLC,GB0000536739,AHT.L,United Kingdom
ASICS ORD SHS,JP3118000003,7936.T,Japan
ASM INTERNATIONAL NV,NL0000334118,ASM.AS,Netherlands
ASML HOLDING NV,NL0010273215,ASML.AS,Netherlands
ASML HOLDING NV EUR 0.09 NY REG 2012 POST DEPOSITORY RECEIPT,USN070592100,ASML,United States
ASMPT LTD,KYG0535Q1331,0522.HK,Hong Kong
ASPEN TECHNOLOGY,US29109X1063,,
ASR NEDERLAND NV,NL0011872643,ASRNL.AS,Netherlands
ASSA ABLOY AB,SE0007100581,ASSA-B.ST,Sweden
ASSECO POLAND SA,PLSOFTB00016,ACP.WA,Poland
ASSOCIATED BRITISH FOODS PLC,GB0006731235,ABF.L,United Kingdom
ASSURANT INC,US04621X1081,AIZ,United States
ASSURED GUARANTY LTD,BMG0585R1060,AGO,United States
ASTELLAS PHARMA NPV,JP3942400007,4503.T,Japan
ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC,GB00BN7CG237,AML.L,United Kingdom
ASTRAL POLY TECHNIK LTD,INE006I01046,ASTRAL.NS,India
ASTRAZENECA PLC,GB0009895292,AZN.L,United Kingdom
ASUSTEK COMPUTER INC,TW0002357001,2357.TW,Taiwan
ASX LIMITED,AU000000ASX7,ASX.AX,Australia
ATLAS COPCO AB,SE0017486889,ATCO-A.ST,Sweden
ATLAS COPCO AB SER`B`NPV (POST SPLIT),SE0017486897,0XXV.IL,United Kingdom
ATLASSIAN CL A ORD,US0494681010,TEAM,United States
ATMUS FILTRATION TECHNOLOGIES ORD SHS,US04956D1072,ATMU,United States
ATRAE ORD SHS,JP3121890002,6194.T,Japan
ATRESMEDIA CORPORATION DE MEDIOS COMMUNICATION SA,ES0109427734,A3M.MC,Spain
AUB GROUP LIMITED,AU000000AUB9,AUB.AX,Australia
AUCTION TECHNOLOGY ORD,GB00BMVQDZ64,GB00BMVQDZ64.SG,Germany
AUDINATE GROUP LTD,AU000000AD88,AD8.AX,Australia
AUDIOCODES LTD,IL0010829658,AUDC,United States
AURINIA PHARMACEUTICALS ORD SHS,CA05156V1022,AUPH,United States
AURIZON HOLDINGS LIMITED,AU000000AZJ1,AZJ.AX,Australia
AUROBINDO PHARMA LTD,INE406A01037,AUROPHARMA.NS,India
AUSTAL LIMITED,AU000000ASB3,ASB.AX,Australia
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,AU0000261414,AN3PJ.AX,Australia
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,AU0000261422,AN3PI.AX,Australia
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,AU0000267783,AN3PK.AX,Australia
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED CAP NOTE,AU0000321788,,
AUSTRALIAN CLINICAL LABS LTD ORD FULLY PAID DEFERRED SETTLEMENT,AU0000148496,ACL.AX,Australia
AUTO TRADER GROUP PLC,GB00BVYVFW23,AUTO.L,United Kingdom
AUTODESK INC,US0527691069,ADSK,United States
AUTOHOME INC,US05278C1071,ATHM,United States
AUTOMATIC DATA PROC.,US0530151036,ADP,United States
AUTOZONE INC,US0533321024,AZO,United States
AVADEL PHARMACEUTICALS ORD SHS,IE00BDGMC594,AVDL,United States
AVANTOR INC,US05352A1007,AVTR,United States
AVANZA BANK HOLDING AB,SE0012454072,AZA.ST,Sweden
AVENUE SUPERMARTS LTD,INE192R01011,DMART.NS,India
AVEPOINT INC,US0536041041,AVPT,United States
AVERY DENNISON CO US,US0536111091,AVY,United States
AVIDITY BIOSCIENCES INC,US05370A1088,RNA,United States
AVITA MEDICAL INC,AU000000AVH4,AVH.AX,Australia
AVIVA ORD,GB00BPQY8M80,AV.L,United Kingdom
AVNET INC,US0538071038,AVT,United States
AVON RUBBER PLC,GB0000667013,GB0000667013.SG,Germany
AXA,FR0000120628,CS.PA,France
AXIS BANK INR2,INE238A01034,AXISBANK.BO,India
AXIS CAPITAL HOLDING,BMG0692U1099,AXS,United States
AXON ENTERPRISE I COM USD 0.00001,US05464C1018,AXON,United States
AZBIL CORP,JP3937200008,6845.T,Japan
AZEK COMPANY INC,US05478C1053,,
AZIMUT HOLDING SPA,IT0003261697,AZM.MI,Italy
B AND M EUROPEAN VALUE RETAIL SA,LU1072616219,BME.L,United Kingdom
B3 SA BRASIL BOLSA BALCAO,BRB3SAACNOR6,B3SA3.SA,Brazil
BABCOCK INTERNATIONAL GROUP PLC,GB0009697037,BAB.L,United Kingdom
BACHEM HOLDING AG CHF0.01 REGD SUBD,CH1176493729,BANB.SW,Switzerland
BADGER METER INC,US0565251081,BMI,United States
BAE SYSTEMS PLC,GB0002634946,BA.L,United Kingdom
BAJAJ AUTO,INE917I01010,BAJAJ-AUTO.NS,India
BAJAJ FINANCE LTD INR2,INE296A01024,BAJFINANCE.NS,India
BAJAJ FINSERV LTD INR1 POST SUB,INE918I01026,BAJAJFINSV.NS,India
BAKER HUGHES COMPANY,US05722G1004,BKR,United States
BAKKAVOR GROUP PLC,GB00BF8J3Z99,GB00BF8J3Z99.SG,Germany
BALFOUR BEATTY PLC,GB0000961622,BBY.L,United Kingdom
BALL CORP COM NPV,US0584981064,BALL,United States
BALOISE HOLDING-REG,CH0012410517,BALN.SW,Switzerland
BALTIC CLASSIFIEDS GROUP PLC,GB00BN44P254,BCG.L,United Kingdom
BANCA GENERALI SPA,IT0001031084,BGN.MI,Italy
BANCA IFIS SPA,IT0003188064,IF.MI,Italy
BANCA MONTE DEI PASCHI DI SIENA ORD,IT0005508921,BMPS.MI,Italy
BANCA POPOL EMILIA ROMAGNA,IT0000066123,BPE.MI,Italy
BANCA POPOLARE DI SONDRIO SCPA,IT0000784196,BPSO.MI,Italy
BANCO ABC BRASIL SA,BRABCBACNPR4,ABCB4.SA,Brazil
BANCO BICAYA ARGENTARIA SA,ES0113211835,BBVA.MC,Spain
BANCO BPM SPA,IT0005218380,BAMI.MI,Italy
BANCO BRADESCO SA-PREF,BRBBDCACNPR8,BBDC4.SA,Brazil
BANCO COMERCIAL PORTUGUES SA,PTBCP0AM0015,BCP.LS,Portugal
BANCO DE SABADELL SA,ES0113860A34,SAB.MC,Spain
BANCO DEL BAJIO SA INSTITUCION DE BANCA MULTIPLE,MX41BB000000,BBAJIOO.MX,Mexico
BANCO ESTADO RIO GRANDE DO SUL,BRBRSRACNPB4,BRSR6.SA,Brazil
BANCO SANTANDER -GBP,ES0113900J37,SAN.MC,Spain
BANCO SANTANDER CENTRAL HISP,ES0113900J37,SAN.MC,Spain
BANDAI NAMCO HOLDINGS NPV,JP3778630008,7832.T,Japan
BANG & OLUFSEN DKK10,DK0010218429,BO.CO,Denmark
BANGKOK LIFE ASSURANCE PCL,TH1016010007,BLA.BK,Thailand
BANK CENTRAL ASIA TBK PT,ID1000109507,BBCA.JK,Indonesia
BANK HAPOALIM LTD,IL0006625771,POLI.TA,Israel
BANK LEUMI LE-ISRAEL,IL0006046119,LUMI.TA,Israel
BANK MANDIRI PERS IDR125,ID1000095003,BMRI.JK,Indonesia
BANK OF AMERICA CORPORATION,US0605051046,BAC,United States
BANK OF CHANGSHA CO LTD,CNE100003F50,601577.SS,China
BANK OF CHINA LTD HK,CNE1000001Z5,3988.HK,Hong Kong
BANK OF GEORGIA GR ORD,GB00BF4HYT85,BGEO.L,United Kingdom
BANK OF INNOVATION INC,JP3778460000,4393.T,Japan
BANK OF IRELAND GROUP,IE00BD1RP616,BIRG.IR,Ireland
BANK OF IRELAND GR EUR1,IE00BD1RP616,BIRG.IR,Ireland
BANK OF MONTREAL CAD,CA0636711016,BMO.TO,Canada
BANK OF NANJING CO LTD,CNE100000627,601009.SS,China
BANK OF NEW YORK MELLON CORP,US0640581007,BK,United States
BANK OF NOVA SCOTIA CAD,CA0641491075,BNS.TO,Canada
BANK OF QINGDAO CO LTDA,CNE100003K38,002948.SZ,China
BANK OF QINGDAO ORD SHS,CNE100002391,3866.HK,Hong Kong
BANK OF QUEENSLAND,AU000000BOQ8,BOQ.AX,Australia
BANK OZK COM USD0.01,US06417N1037,OZK,United States
BANKINTER SA,ES0113679I37,BKT.MC,Spain
BANKUNITED INC,US06652K1034,BKU,United States
BANQUE CANTONALE VAUDOISE,CH0531751755,BCVN.SW,Switzerland
BAOZUN INC,KYG0891M1069,9991.HK,Hong Kong
BAOZUN INC,US06684L1035,BZUN,United States
BAPCOR LIMITED ORDINARY FULLY PAID,AU000000BAP9,BAP.AX,Australia
BARCLAYS PLC,GB0031348658,BARC.L,United Kingdom
BARCO NPV POST SPLIT,BE0974362940,BAR.BR,Belgium
BARRATT REDROW PLC,GB0000811801,BTRW.L,United Kingdom
BARRICK GOLD CORP,CA0679011084,,
BARRY CALLEBAUT AG - REG,CH0009002962,BARN.SW,Switzerland
BASF SE,DE000BASF111,BAS.DE,Germany
BATH AND BODY WORKS INC,US0708301041,BBWI,United States
BAUSCH HEALTH COMP COM NPV,CA0717341071,BHC,United States
BAWAG GROUP AG,AT0000BAWAG2,BG.VI,Austria
BAXTER INTERNATIONAL INC EQUITY,US0718131099,BAX,United States
BAYCURRENT CONSULTING INC,JP3835250006,6532.T,Japan
BAYER AG,DE000BAY0017,BAYN.DE,Germany
BAYERISCHE MOTOREN WERKE AG,DE0005190003,BMW.DE,Germany
BAYERISCHE MOTOREN WERKE-PFD,DE0005190037,BMW3.DE,Germany
BB SEGURIDADE PARTICIPACOES COM NPV,BRBBSEACNOR5,BBSE3.SA,Brazil
BB SEGURIDADE PARTISPON ADR,US05541J1034,BBSEY,United States
BDO UNIBANK INC,PHY077751022,,
BE SEMICONDUCTOR EUR0,NL0012866412,BESI.AS,Netherlands
BEACH ENERGY LTD,AU000000BPT9,BPT.AX,Australia
BECHTLE AG,DE0005158703,BC8.DE,Germany
BECTON DICKINSON AND COMPANY,US0758871091,BDX,United States
BEGA CHEESE LIMITED,AU000000BGA8,BGA.AX,Australia
BEIERSDORF AG,DE0005200000,BEI.DE,Germany
BEIJER REF AB SER`B`NPV,SE0015949748,BEIJ-B.ST,Sweden
BEIJING JOIN CHEER SOFTWARE CO LTD,CNE000001QL7,002279.SZ,China
BELIMO HOLDING AG CHF0.05 (REGD),CH1101098163,BEAN.SW,Switzerland
BELLEVUE GOLD LIMITED ORDINARY FULLY PAID,AU0000019374,BGL.AX,Australia
BELLRING BRANDS INC,US07831C1036,BRBR,United States
BELLWAY GBP0.125,GB0000904986,BWY.L,United Kingdom
BENDIGO AND ADELAIDE BANK LIMITED,AU000000BEN6,BEN.AX,Australia
BENTLEY SYSTEMS INC,US08265T2087,BSY,United States
BERKELEY GROUP HOLDINGS ORD GBP0.05611047,GB00BP0RGD03,BKG.L,United Kingdom
BERKSHIRE HATHAWAY INC - CLASS B,US0846707026,BRK-B,United States
BEST BUY CO INC,US0865161014,BBY,United States
BETSSON ABB,SE0022726485,BETS-B.ST,Sweden
BH CO LTD,KR7090460007,090460.KS,South Korea
BHARAT ELECTRONICS LTD,INE263A01024,BEL.BO,India
BHP GROUP LIMITED ORDINARY FULLY PAID,AU000000BHP4,BHP.AX,Australia
BICARA THERAPEUTICS INC,US0554771032,BCAX,United States
BILFINGER SE,DE0005909006,GBF.DE,Germany
BILL COM HOLDINGS INC,US0900431000,BILL,United States
BIMOBJECT AB,SE0011644376,BIM.ST,Sweden
BIO RAD LABORATORIES INC CLASS A,US0905722072,BIO,United States
BIO TECHNE CORP,US09073M1045,TECH,United States
BIOGEN INC,US09062X1037,BIIB,United States
BIOHAVEN LTD,VGG1110E1079,BHVN,United States
BIOMARIN PHARMACEUTICAL INC,US09061G1013,BMRN,United States
BIOMERIEUX NPV,FR0013280286,BIM.PA,France
BIPROGY INC,JP3754200008,8056.T,Japan
BIZLINK HOLDING INC,KYG114741062,3665.TW,Taiwan
BEIJING ULTRAPOWER SOFTWARE,CNE100000H51,300002.SZ,China
BLACKBERRY LTD COM NPV,CA09228F1036,BB.TO,Canada
BLACKLINE INC,US09239B1098,BL,United States
BLACKLINE SAFETY CORP,CA0923821007,BLN.TO,Canada
BLACKROCK INC,US09290D1019,BLK,United States
BLACKSTONE  INC,US09260D1072,BX,United States
BLEND LABS ORD SHS CLASS A,US09352U1088,BLND,United States
BLOCK INC,US8522341036,XYZ,United States
BLOCK INC CDI,AU0000187353,,
BLOOMSBURY PUBLISHING PLC,GB0033147751,GB0033147751.SG,Germany
BLUE STAR ORD SHS,INE472A01039,BLUESTARCO.BO,India
BLUEPRINT MEDICINES CORP,US09627Y1091,,
BLUESCOPE STEEL LIMITED,AU000000BSL0,BSL.AX,Australia
BNK FINANCIAL GROUP INC,KR7138930003,138930.KS,South Korea
BNP PARIBAS SA,FR0000131104,BNP.PA,France
BNP PARIBAS SA,US05565A2024,BNPQY,United States
BANK OF CHINA HONG KONG (HOLDINGS) LIMITED,HK2388011192,2388.HK,Hong Kong
BODYCOTE PLC,GB00B3FLWH99,BOY.L,United Kingdom
BOEING CO COM US$5,US0970231058,BA,United States
BOLIDEN ORD SHS,SE0020050417,BOL.ST,Sweden
BOLLORE SE,FR0000039299,BOL.PA,France
BOMBARDIER INC CLASS`B`SUB-VTG NPV,CA0977518616,BBD-B.TO,Canada
BOOKING HOLDINGS INC COM,US09857L1089,BKNG,United States
BOOZ ALLEN HAMILTON A CS USD,US0995021062,BAH,United States
BORGWARNER INC,US0997241064,BWA,United States
BOSIDENG INTERNATIONAL HOLDING,KYG126521064,3998.HK,Hong Kong
BOSS ENERGY LTD,AU000000BOE4,BOE.AX,Australia
BOSTON SCIENTIFIC CORP COM USD,US1011371077,BSX,United States
BOTANIX PHARMACEUTICALS LTD ORDINARY FULLY PAID,AU000000BOT2,BOT.AX,Australia
BOUYGUES,FR0000120503,EN.PA,France
BOX INX,US10316T1043,BOX,United States
BOYD GAMING CORPORATION,US1033041013,BYD,United States
BP P.L.C,GB0007980591,BP.L,United Kingdom
BRAMBLES LIMITED,AU000000BXB1,BXB.AX,Australia
BRAVURA SOLUTIONS LIMITED ORDINARY FULLY PAID,AU000000BVS9,BVS.AX,Australia
BREEDON GROUP PLC,GB00BM8NFJ84,BREE.L,United Kingdom
BRENNTAG SE,DE000A1DAHH0,BNR.DE,Germany
BREVILLE GROUP LIMITED,AU000000BRG2,BRG.AX,Australia
BRIDGEBIO PHARMA INC,US10806X1028,BBIO,United States
BRIDGEPOINT GROUP,GB00BND88V85,GB00BND88V85.SG,Germany
BRIDGESTONE CORP,JP3830800003,5108.T,Japan
BRIGHTCOVE INC,US10921T1016,,
BRIGHTHOUSE FINANCIAL INC,US10922N1037,BHF,United States
BRIGHTVIEW HOLDINGS INC,US10948C1071,BV,United States
BRILLIANCE CHINA AUTOMOTIVE HLDGS LTD,BMG1368B1028,1114.HK,Hong Kong
BRINKER INTERNATIONAL INC,US1096411004,EAT,United States
BRISTOL MYERS SQUIBB COMPANY,US1101221083,BMY,United States
BRITANNIA INDUSTRIES LTD,INE216A01030,BRITANNIA.NS,India
BRITVIC PLC,GB00B0N8QD54,,
BROADCOM ORD SHS,US11135F1012,AVGO,United States
BROADRIDGE FINANCIAL SOLUTIONS LLC,US11133T1034,BR,United States
BROOKFIELD ASSET MNGMT CL A ORD,CA1130041058,BAM.TO,Canada
BROOKFIELD CORP,CA11271J1075,BN.TO,Canada
BROOKFIELD RENEWABLE CORP,CA11285B1085,BEPC,United States
BROTHER INDUSTRIES LTD,JP3830000000,6448.T,Japan
BROWN BROWN INC,US1152361010,BRO,United States
