CASH,,,,
NAME OF INSTITUTION,,CURRENCY,VALUE (AUD),WEIGHTING (%)
LENDLEASE GLOBAL COMMERCIAL REIT,SGXC61949712        ,147499,96046,0.00%
LIFE SCIENCE RIET ORD GBP,GB00BP5X4Q29        ,30647,23557,0.00%
LINEAGE INC ORD SHS REIT,US53566V1061        ,5346,505725,0.00%
LOGISTEA AB,SE0017131337        ,16159,38831,0.00%
LONDONMETRIC PROPERTY PLC,GB00B4WFW713        ,171279,623973,0.00%
LOTTE REIT CO LTD,KR7330590001        ,12509,41856,0.00%
LTC PROPERTIES INC,US5021751020        ,3656,204026,0.00%
LXP INDUSTRIAL TRUST,US5290431015        ,31004,406605,0.00%
MACERICH CO,US5543821012        ,20596,662645,0.00%
MAPLETREE INDUSTRIAL TRUST,SG2C32962814        ,171019,447469,0.00%
MAPLETREE LOGISTICS TRUST,SG1S03926213        ,288908,434400,0.00%
MAPLETREE PAN ASIA COMMERCIAL TRUST,SG2D18969584        ,201470,288617,0.00%
"MEDICAL PROPERTIES TRUST, INC.",US58463J3041        ,51341,327539,0.00%
MELISRON LTD,IL0003230146        ,2201,316077,0.00%
MERCIALYS,FR0010241638        ,8130,137461,0.00%
MERLIN PROPERTIES SOCIMI SA,ES0105025003        ,37920,644346,0.00%
MID-AMERICA APARTMENT COMMUNITIES,US59522J1034        ,16541,4129499,0.01%
MIRAI CORPORATION REIT,JP3048370005        ,163,68150,0.00%
MIRVAC GROUP PROPERTY TRUST,AU000000MGR9        ,12143818,22769659,0.04%
MITSUBISHI ESTATE,JP3899600005        ,744535,16837144,0.03%
MITSUBISHI ESTATE LOGISTICS REIT INVESTMENT CORPORATION,JP3048480002        ,42,150984,0.00%
MITSUI FUDOSAN CO,JP3893200000        ,241267,3148930,0.01%
MITSUI FUDOSAN LOGISTICS PARK INC,JP3048300002        ,264,275301,0.00%
MOBIMO HLDG AG,CH0011108872        ,616,321519,0.00%
MONTEA CVA,BE0003853703        ,1766,186998,0.00%
MORI HILLS REAL ESTATE INVESTMENT CORPORATION,JP3046470005        ,137,174875,0.00%
MORI TRUST REIT INC,JP3046170001        ,221,139654,0.00%
NATIONAL HEALTH INVESTORS,US63633D1046        ,3595,402355,0.00%
NATIONAL STORAGE AFFILIATES TRUST,US6378701063        ,5961,364960,0.00%
NATIONAL STORAGE REIT STAPLED SECURITY FULLY PAID,AU000000NSR2        ,2641607,6181360,0.01%
NEOBO FASTIGHETER NPV,SE0005034550        ,11244,34432,0.00%
NETSTREIT CORP,US64119V3033        ,6544,149564,0.00%
NEWMARK GROUP INC,US65158N1028        ,14841,307056,0.00%
NEWRIVER REIT PLC,GB00BD7XPJ64        ,27309,40491,0.00%
NEXPOINT RESIDENTIAL TRUST INC,US65341D1028        ,1966,132595,0.00%
NIPPON ACCOMMODATIONS FUND,JP3046440008        ,40,240951,0.00%
NIPPON BUILDING FUND INC,JP3027670003        ,752,945507,0.00%
NIPPON PROLOGIS REIT INC,JP3047550003        ,213,487039,0.00%
NIPPON REIT INVESTMENT REIT ORD SHS,JP3047750009        ,151,118222,0.00%
NNN REIT INC,US6374171063        ,15762,1039919,0.00%
NOMURA REAL EST MA REIT,JP3048110005        ,388,549577,0.00%
NORTHWEST HEALTHCA UNITS,CA6674951059        ,19172,95811,0.00%
NP3 FASTIGHETER AB,SE0006342333        ,2195,80212,0.00%
NSI N V,NL0012365084        ,1830,57915,0.00%
NTT UD REIT INVESTMNET CORP,JP3041770003        ,124,152567,0.00%
NYFOSA AB NPV,SE0011426428        ,13748,216842,0.00%
OMEGA HEALTHCARE INVESTORS,US6819361006        ,23289,1423721,0.00%
ONE REIT INC,JP3047640002        ,21,49384,0.00%
ORIX JREIT INC,JP3040880001        ,228,383950,0.00%
OUE REAL ESTATE INVESTMENT TRUST,SG2G60000004        ,184470,62244,0.00%
OUTFRONT MEDIA INC COM NPV,US69007J1060        ,2696,77250,0.00%
PANDOX AB,SE0007100359        ,7716,216341,0.00%
PARAGON REIT,SG2G02994595        ,94877,98849,0.00%
PARAMOUNT GROUP INC,US69924R1086        ,15823,126248,0.00%
PARK HOTELS & RESORTS INC,US7005171050        ,22982,522255,0.00%
PARKWAY LIFE REAL ESTATE INVESTMENT TRUST,SG1V52937132        ,33490,148686,0.00%
PEACH PROPERTY GROUP AG,CH0118530366        ,3061,49104,0.00%
PEBBLEBROOK HOTEL TRUST,US70509V1008        ,10375,227057,0.00%
PEXA GROUP LTD PLC,AU0000158594        ,216810,2831542,0.01%
PHILLIPS EDISON & CO INC,US71844V2016        ,10600,641323,0.00%
PHOENIX MILLS LTD,INE211B01039        ,646846,19939453,0.04%
PICTON PROPERTY INCOME LTD,GB00B0LCW208        ,49267,63779,0.00%
PIEDMONT OFFICE REALTY TRUST-A,US7201902068        ,10600,156650,0.00%
PLATZER FASTIGHETER HOLDING AB PUBL,SE0004977692        ,4715,59062,0.00%
PRECINCT PROPERTIES NEW ZEALAND LIMITED,NZAPTE0001S3        ,119719,127829,0.00%
PRESTIGE ESTATES PROJECTS LTD,INE811K01011        ,23580,753565,0.00%
PRIMARIS REAL ESTA TR UNIT SER A,CA74167K1093        ,8547,148481,0.00%
PRIMARY HLTH PROP ORD,GB00BYRJ5J14        ,160189,302316,0.00%
PROLOGIS INC COM,US74340W1036        ,110667,18892838,0.04%
PROSPERITY REAL ESTATE INVESTMENT TRUST,HK0808032913        ,102006,26299,0.00%
PRS REIT PLC,GB00BF01NH51        ,64234,139806,0.00%
PSP SWISS PROPERTY AG,CH0018294154        ,3931,903098,0.00%
PUBLIC STORAGE,US74460D1090        ,19717,9535842,0.02%
REALTY INCOME CORPORATION,US7561091049        ,109358,9433615,0.02%
REGENCY CENTERS CORPORATION,US7588491032        ,27153,3242232,0.01%
REGION GROUP FULLY PAID UNITS STAPLED SECURITIES,AU0000253502        ,7258709,15025529,0.03%
REGIONAL REIT LTD ORD NPV,GG00BSY2LD72        ,12040,28057,0.00%
RESIDENTIAL SECURE INCOME PLC,GB00BYSX1508        ,15768,18755,0.00%
RETAIL ESTATES NV,BE0003720340        ,1071,106254,0.00%
RETAIL OPPORTUNITY INVESTMENT,US76131N1019        ,10876,304960,0.00%
REXFORD INDUSTRIAL REALTY INC,US76169C1009        ,18865,1177932,0.00%
RIOCAN REAL ESTATE INVESTMENT TRUST,CA7669101031        ,29493,605455,0.00%
RLJ LODGING TRUST ORD,US74965L1017        ,13094,215923,0.00%
RYMAN HOSPITALITY PROPERTIES INC,US78377T1079        ,5070,854328,0.00%
SABRA HEALTHCARE REIT INC,US78573L1061        ,19886,556292,0.00%
SAFEHOLD INC COM USD0.01,US78646V1070        ,4455,132972,0.00%
SAFESTORE HOLDINGS PLC,GB00B1N7Z094        ,25589,333341,0.00%
SAGAX AB,SE0005127818        ,21183,700393,0.00%
SAMHALLSBYGGNADSBOLAGET I NORDEN AB,SE0009554454        ,100187,66348,0.00%
SAMTY RESIDENTIAL INVESTMENT CORP,JP3047960004        ,38,36119,0.00%
SANKEI REAL ESTATE INC,JP3048880003        ,39,30236,0.00%
SAVILLS PLC,GB00B135BJ46        ,4588,96139,0.00%
SBA COMMUNICATIONS CORP,US78410G1040        ,28537,9393404,0.02%
SCENTRE GROUP,AU000000SCG8        ,13584952,46596385,0.09%
SCHRODER REAL ESTATE INVESTMENT TRUST LTD,GB00B01HM147        ,45648,46906,0.00%
SEGRO PLC,GB00B5ZN1N88        ,136127,1930783,0.00%
SEKISUI HOUSE REIT INC,JP3047820000        ,359,285082,0.00%
SHAFTESBURY CAPITAL PLC,GB00B62G9D36        ,183011,464589,0.00%
SHINHAN ALPHA REIT ORD SHS,KR7293940003        ,8736,54055,0.00%
SHURGARD SELF STORAGE EUROPE SARL,GG00BQZCBZ44        ,2705,162166,0.00%
SILA REALTY TRUST INC,US1462805086        ,4947,194303,0.00%
SIMON PROPERTY GROUP INC USD,US8288061091        ,39849,11083616,0.02%
SINO LAND CO LTD HKG,HK0083000502        ,44005,71823,0.00%
SIRIUS REAL ESTATE LTD,GG00B1W3VF54        ,185176,294036,0.00%
SITE CENTERS CORP COM USD 0.10 POST REV SPLIT,US82981J8514        ,4079,100724,0.00%
SK REIT CO LTD,KR7395400005        ,16606,80616,0.00%
SL GREEN RLTY CORP COM,US78440X8873        ,6039,662428,0.00%
SMARTCENTRES REAL VARIABLE VTG UNITS,CA83179X1087        ,11212,307973,0.00%
SOSILA LOGISTICS REIT INC,JP3048960003        ,64,69289,0.00%
STAG INDUSTRIAL INC,US85254J1025        ,15731,859278,0.00%
STANDARD LIFE INVESTMENT PROPERTY INCOME TRUST PLC,GB0033875286        ,36901,5150,0.00%
STAR ASIA INVESTME REIT,JP3048200004        ,193,102156,0.00%
STARHILL GLOBAL REIT,SG1S18926810        ,122745,72661,0.00%
STARTS PROCEED INVESTMENT CORP,JP3046340000        ,23,40610,0.00%
STOCKLAND,AU000000SGP0        ,3635424,17450037,0.03%
STONEWEG EUROPEAN REAL ESTATE,SGXC37098255        ,27775,73395,0.00%
STORAGEVAULT CANADA ORD SHS,CA86212H1055        ,20370,90132,0.00%
STRIDE STAPLED GRP NPV UNITS,NZSPGE0001S2        ,51868,61483,0.00%
SUMITOMO REALTY & DEVELOPMENT CO,JP3409000001        ,4903,248933,0.00%
SUMMIT HOTEL PROPERTIES INC,US8660821005        ,9463,104696,0.00%
SUN COMMUNITIES INC,US8666741041        ,12170,2417126,0.00%
SUN HUNG KAI PROPERTY HKD,HK0016000132        ,20319,315379,0.00%
SUNAC CHINA HLDGS,KYG8569A1067        ,20547,9911,0.00%
SUNLIGHT REAL ESTATE INVEST,HK0435036626        ,93710,36241,0.00%
SUNSTONE HOTEL INVESTORS INC REITS,US8678921011        ,17452,333726,0.00%
SUNTEC REIT,SG1Q52922370        ,185822,257401,0.00%
SUPERMARKET INCOME REIT PLC,GB00BF345X11        ,147616,203343,0.00%
SWIRE PROPERTIES L HKD1,HK0000063609        ,2086941,6864587,0.01%
SWISS PRIME SITE AG,CH0008038389        ,881,155078,0.00%
TAG TEGERNSEE IMMOBILIEN- UND BETRILIGUNGS AG,DE0008303504        ,13115,314970,0.00%
TAKARA LEBEN REAL ESTATE INVESTMENT CORP,JP3048750008        ,71,63585,0.00%
TANGER INC,US8754651060        ,9248,509792,0.00%
TARGET HLTHCARE RE ORD,GB00BJGTLF51        ,75875,128921,0.00%
TECOM GROUP PJSC,AEE01081T004        ,200921,278300,0.00%
TERRENO REALTY COR COM,US88146M1018        ,8203,783578,0.00%
THE LINK REAL ESTATE INVESTMENT TRUST,HK0823032773        ,251914,1720620,0.00%
TOKYU REIT INC,JP3044510000        ,81,131202,0.00%
TOMRA SYSTEMS ASA,BE0974409410        ,828,23773,0.00%
TRIPLE POINT SOCIAL HOUSING REIT PLC,GB00BF0P7H59        ,31380,37703,0.00%
TRITAX BIG BOX REIT PLC,GB00BG49KP99        ,291919,783575,0.00%
UDR INC,US9026531049        ,48411,3394207,0.01%
UMH PROPERTIES INC,US9030021037        ,5561,169578,0.00%
UNIBAIL RODAMCO WESTFIELD,FR0013326246        ,10349,1258625,0.00%
UNIBAIL-RODAMCO-WESTFIELD CHESS DEPOSITARY INTERESTS 20:1 DE,AU0000009771        ,53650,322972,0.00%
UNITE GROUP PLC,GB0006928617        ,35212,574440,0.00%
UNITED URBAN INVESTMENT CORP,JP3045540006        ,255,369447,0.00%
URBAN EDGE PPTYS COM USD,US91704F1049        ,14302,496631,0.00%
URBAN LOGISTICS REIT PLC,GB00BYV8MN78        ,55391,114733,0.00%
VENTAS INC,US92276F1003        ,56395,5363954,0.01%
VERIS RESIDENTIAL INC,US5544891048        ,6790,182379,0.00%
VICI PROPERTIES INC,US9256521090        ,136215,6426288,0.01%
VICINITY CENTRES ORDINARY UNITS FULLY PAID,AU000000VCX7        ,10302903,21636096,0.04%
VONOVIA SE NPV SUBS RTS DIV CASH,DE000A1ML7J1        ,69747,3420128,0.01%
VORNADO REALTY TRUST,US9290421091        ,15239,1034747,0.00%
W P CAREY INC,US92936U1097        ,21352,1878756,0.00%
WALLENSTAM SER B NPV,SE0017780133        ,28753,200899,0.00%
WAREHOUSE REIT PLC,GB00BD2NCM38        ,33764,53681,0.00%
WAREHOUSES DE PAUWNPV,BE0974349814        ,16843,535215,0.00%
WASHINGTON REAL ESTATE INVESTMENT TRUST,US9396531017        ,7558,186408,0.00%
WAYPOINT REIT FULLY PAID ORDINARY UNITS STAPLED SECURITIES,AU0000088064        ,5392544,12564627,0.02%
WELLTOWER INC,US95040Q1040        ,113735,23151090,0.04%
WERELDHAVE NV,NL0000289213        ,3017,69427,0.00%
WEYERHAEUSER CO USD,US9621661043        ,36941,1679556,0.00%
WHARF HOLDINGS LTD HKD,HK0004000045        ,9430,42839,0.00%
WHARF REAL ESTATE HKD,KYG9593A1040        ,166263,686549,0.00%
WIHLBORGS FAST. AB NPV,SE0018012635        ,22971,351893,0.00%
WORKSPACE GROUP ORD,GB00B67G5X01        ,16794,166793,0.00%
XENIA HOTELS AND RESORTS INC,US9840171030        ,11181,268350,0.00%
XIOR STUDENT HOUSING NV,BE0974288202        ,3283,162810,0.00%
ZILLOW GROUP INC,US98954M2008        ,1823,218035,0.00%
TOTAL,,,1053917781,2.00%
UNLISTED PROPERTY,,,,
Held directly or by associated entities or by PSTs,,,,
Internally Managed,,,,
Name/kind of investment item,ADDRESS,% OF PROPERTY HELD,VALUE (AUD),WEIGHTING (%)
BURRAH PARK INDUSTRIAL TRUST,,50.00%,,
CAWLEY ROAD INDUSTRIAL TRUST,,100.00%,,
CLEARBELL CAPITAL II LLP,,8.50%,,
CLEARBELL CAPITAL III LLP,,7.80%,,
DEER PARK INDUSTRIAL TRUST,,100.00%,,
DEXUS WHOLESALE PROPERTY FUND,,1.30%,,
DEXUS WHOLESALE SHOPPING CENTRE FUND,,3.50%,,
UNSW HEALTH TRANSLATION HUB,,33.30%,,
QIC AUSTRALIA CORE PLUS FUND,,19.80%,,
QUARRY ESTATE TRUST,,100.00%,,
REAL ESTATE CAPITAL ASIA PARTNERS IV LP,,3.20%,,
REAL ESTATE CAPITAL ASIA PARTNERS V LP,,4.20%,,
TRUGANINA ESTATE TRUST,,100.00%,,
VASTNED RETAIL NV,,,,
TOTAL,,,1383890945,2.62%
UNLISTED PROPERTY,,,,
Investment in non associate entities,,,,
Held directly or by associated entities or by PSTs,,,,
Externally managed,,,,
Name of Fund Manager,,,VALUE (AUD),WEIGHTING (%)
MIRVAC FUNDS MANAGEMENT AUSTRALIA LIMITED,,,87981560,0.17%
DEXUS CAPITAL INVESTORS LIMITED,,,852798727,1.61%
GOODMAN AUSTRALIA INDUSTRIAL PARTNERS,,,93573636,0.18%
THE GPT GROUP,,,116388094,0.22%
ISPT,,,217478389,0.41%
LENDLEASE,,,60346915,0.11%
TOTAL,,,1428567321,2.70%
LISTED INFRASTRUCTURE,,,,
Name /kind of investment item,SECURITY IDENTIFIER,UNITS HELD,VALUE (AUD),WEIGHTING (%)
ACADIA HEALTHCARE COMPANY INC,US00404A1097        ,25082,1606265,0.00%
ACCIONA SA,ES0125220311        ,219,39885,0.00%
ADTALEM GLOBAL EDUCATION INC,US00737L1035        ,1032,151481,0.00%
ADVANCED INFO SERVICES PUBLIC COMPANY LIMITED,TH0268010Z11        ,9398,127773,0.00%
AENA SME S.A.,ES0105046009        ,111607,36846155,0.07%
AEROPORTS DE PARIS (ADP),FR0010340141        ,129512,24194475,0.05%
AGL ENERGY LTD,AU000000AGL7        ,325203,3671546,0.01%
AIRTEL AFRICA PLC,GB00BKDRYJ47        ,42492,97642,0.00%
ALGONQUIN POWER AND UTILITIES CORP,CA0158571053        ,18345,131439,0.00%
ALLIANT ENERGY CORP,US0188021085        ,15628,1492727,0.00%
ALTAGAS INCOME LTD,CA0213611001        ,3332,125270,0.00%
AMEREN CORP,US0236081024        ,231295,33299905,0.06%
AMERICAN ELECTRIC POWER COMPANY INC,US0255371017        ,52028,7750166,0.01%
AMERICAN WATER WORKS CO INC,US0304201033        ,9447,1899510,0.00%
AMVIS HOLDINGS INC NPV,JP3128660002        ,276324,2067344,0.00%
APOLLO HOSPITALS ENTERPRISE LTD,INE437A01024        ,197646,27205283,0.05%
AT & T INC,US00206R1023        ,864384,31788768,0.06%
ATCO LTD,CA0467894006        ,3796,202813,0.00%
ATMOS ENERGY CORP,US0495601058        ,8024,1805007,0.00%
ATTENDO AB PUBL,SE0007666110        ,26318,196197,0.00%
AUCKLAND INTERNATIONAL AIRPORT LTD,NZAIAE0002S6        ,156894,1219772,0.00%
AUSSIE BROADBAND LIMITED ORDINARY FULLY PAID,AU0000106643        ,741490,2654534,0.01%
AVISTA CORP,US05379B1070        ,1885,111537,0.00%
BCE INC,CA05534B7604        ,629,23523,0.00%
BEXEQ THE ISRAELI TELECOM CP,IL0002300114        ,49099,112955,0.00%
BHAGWAN MARINE LIMITED ORDINARY FULLY PAID,AU0000340663        ,751553,473478,0.00%
BHARTI AIRTEL LIMITED,INE397D01024        ,804880,24108713,0.05%
BKW AG,CH0130293662        ,188,50315,0.00%
BRIGHT HORIZONS FAMILY SOLUTIONS INC,US1091941005        ,1306,233788,0.00%
BT GROUP PLC,GB0030913577        ,77855,226855,0.00%
CANADIAN UTILITIES LTD A,CA1367178326        ,1194,46746,0.00%
CELLNEX TELECOM SA,ES0105066007        ,7395,377355,0.00%
CEMIG CIA ENERGETICA DE MINAS GERAIS - SPONS ADR,US2044096012        ,210928,602993,0.00%
CENTERPOINT ENERGY INC,US15189T1079        ,177067,9074293,0.02%
CENTRICA PLC,GB00B033F229        ,62041,167662,0.00%
CHARTWELL RETIREMENT RESIDENCES,CA16141A1030        ,23566,399087,0.00%
CHENIERE ENERGY INC,US16411R2085        ,104411,36234868,0.07%
CHINA EAST EDUCATION HOLDINGS LTD,KYG2120T1004        ,484531,275031,0.00%
CHONGQING ROAD BRIDGE CO A,CNE000000R93        ,84756,104835,0.00%
CHORUS LIMITED ORDINARY FULLY PAID,NZCNUE0001S2        ,5958980,47314300,0.09%
CHUBU ELECTRIC POWER CO INC,JP3526600006        ,7355,125134,0.00%
CIA SANEAMENTO MIN COM NPV,BRCSMGACNOR5        ,124730,678921,0.00%
CK INFRASTRUCTURE,BMG2178K1009        ,10058,120773,0.00%
CLP HOLDINGS LIMITED HKD,HK0002007356        ,19802,268857,0.00%
CMS ENERGY CORP,US1258961002        ,342470,36866094,0.07%
CONSOLIDATED EDISON INC COM,US2091151041        ,15335,2210015,0.00%
CONSTELLATION ENERGY CORP,US21037T1097        ,39892,14413685,0.03%
CONTACT ENERGY LIMITED,NZCENE0001S6        ,488967,4038869,0.01%
CONVERGE INFORMATION AND COMMUNICATIONS TECHNOLOGY SOLUTIONS,PHY1757W1054        ,10559736,4758772,0.01%
DEUTSCHE TELEKOM AG DEM,DE0005557508        ,49097,2372245,0.00%
DOMINION ENERGY INC,US25746U1097        ,33322,2898677,0.01%
DTE ENERGY CO USD,US2333311072        ,10137,1976998,0.00%
DUKE ENERGY CORP COM,US26441C2044        ,26561,4621896,0.01%
E.ON SE,DE000ENAG999        ,1276930,24014903,0.05%
EDISON INTERNATIONAL,US2810201077        ,17294,2230102,0.00%
ELIA GROUP SA/NV,BE0003822393        ,262,32540,0.00%
ELISA CORPORATION OYJ-A S,FI0009007884        ,1621,113295,0.00%
EMERA INC,CA2908761018        ,3457,208624,0.00%
ENBRIDGE INC,CA29250N1050        ,96762,6630668,0.01%
ENCOMPASS HLTH CRP COM USD,US29261A1007        ,16163,2410763,0.00%
ENDESA SA,ES0130670112        ,3620,125737,0.00%
ENEL SPA,IT0003128367        ,97858,1126982,0.00%
ENERGIAS DE PORTUGAL SA,PTEDP0AM0009        ,37756,195181,0.00%
ENGIE,FR0010208488        ,21975,562682,0.00%
ENLINK MIDSTREAM LLC,US29336T1007        ,81270,1857328,0.00%
ENN ENERGY HOLDINGS LTD,KYG3066L1014        ,197839,2297385,0.00%
ENSIGN GROUP INC COM,US29358P1012        ,1351,289817,0.00%
ENTERGY CORP NEW,US29364G1031        ,333379,40825018,0.08%
ESSENTIAL UTILITIES INC,US29670G1022        ,3143,184382,0.00%
EVERGY INC COM NPV,US30034W1062        ,14605,1451886,0.00%
EVERSOURCE ENERGY COM,US30040W1080        ,18516,1717493,0.00%
EVN AG NPV,AT0000741053        ,986,36271,0.00%
EXELON CORPORATION,US30161N1019        ,42574,2588174,0.00%
FIRSTENERGY CORP USD,US3379321074        ,457748,29410031,0.06%
FLUGHAFEN ZURICH AG,CH0319416936        ,526,203997,0.00%
FORTIS HEALTHCARE LTD,INE061F01013        ,110996,1507341,0.00%
FORTIS INC,CA3495531079        ,5972,400590,0.00%
FORTUM  OYJ,FI0009007132        ,5113,115563,0.00%
G8 EDUCATION ORD,AU000000GEM7        ,300664,392366,0.00%
GAKKYUSHA CO LTD,JP3235400003        ,9792,206800,0.00%
GETLINK SE,FR0010533075        ,3178,81872,0.00%
GLOBE TELECOM INC,PHY272571498        ,1483,90433,0.00%
GRAHAM HOLDINGS CO COM,US3846371041        ,70,98378,0.00%
GRAND CANYON EDU,US38526M1062        ,739,195398,0.00%
GRUPO AEROPORTUARIO DEL PACIFICO SA DE CV - ADR,US4005061019        ,1137,321314,0.00%
HAFNIA LIMITED USD 0.01,SGXZ53070850        ,6939,59950,0.00%
HCA HEALTHCARE INC,US40412C1018        ,20961,10161489,0.02%
HELIOS TOWERS PLC,GB00BJVQC708        ,34333,63545,0.00%
HKT TRUST AND HKT SHARE STAPLED UNIT,HK0000093390        ,43376,86580,0.00%
HOKURIKU ELECTRIC POWER COMPANY,JP3845400005        ,4329,38263,0.00%
HONG KONG CHINA GAS,HK0003000038        ,134528,173701,0.00%
HUMANA AB,SE0008040653        ,31991,166707,0.00%
HYDRO ONE LTD,CA4488112083        ,3960,196895,0.00%
IBERDROLA SA,ES0144580Y14        ,72744,1618088,0.00%
IDP EDUCATION LTD,AU000000IEL5        ,2665386,33663826,0.06%
INFRASTRUTTURE WIR NPV,IT0005090300        ,3830,62864,0.00%
INTERNATIONAL CONTAINER TERMINAL SERVICES INCOPORATED,PHY411571011        ,1394862,15033393,0.03%
IRIDIUM COMMUNICAT COM USD0.001,US46269C1027        ,2733,128076,0.00%
IWATANI CORP,JP3151600008        ,69381,1282722,0.00%
JIANGSU EXPRESS CO LTD,CNE1000003J5        ,91961,164054,0.00%
JIANGXI GANYUE EXPRESSWAY CO LTD,CNE0000012D1        ,101175,125592,0.00%
KANSAI ELECTRIC POWER JPY,JP3228600007        ,135145,2435392,0.00%
KDDI CORP,JP3496400007        ,18482,957660,0.00%
KEIYO GAS ORD SHS,JP3281400006        ,6670,60661,0.00%
KEYERA CORP COM,CA4932711001        ,2640,130344,0.00%
KINDER MORGAN INC,US49456B1017        ,435230,19260744,0.04%
KONINKLIJKE KPN NV,NL0000009082        ,46791,275067,0.00%
KONINKLIJKE VOPAK NV,NL0009432491        ,1712,121697,0.00%
KOREA ELECTRIC POWER CORPORATION,US5006311063        ,4815,53508,0.00%
KOREA ELECTRONIC POWER INDUSTRIAL DEVELOPMENT CO LTD,KR7130660004        ,33995,349093,0.00%
KRISHNA INSTITUTE OF MEDICAL,INE967H01025        ,41518,468385,0.00%
KYUSHU ELECTRIC POWER,JP3246400000        ,145091,2106900,0.00%
LUMEN TECHNOLOGIES,US5502411037        ,23318,199977,0.00%
MAGYAR TELEKOM,HU0000073507        ,73883,382685,0.00%
MAX HEALTHCARE INSTITUTE LTD,INE027H01010        ,55939,1190540,0.00%
MEGA STUDY EDU CO LTD,KR7215200007        ,4150,199423,0.00%
MERCURY NZ LIMITED,NZMRPE0001S2        ,6183,32728,0.00%
MILLICOM INTERNATIONAL CELLULAR SDR,SE0001174970        ,2341,92821,0.00%
MITSUBISHI LOGISTICS NPV,JP3902000003        ,80286,955451,0.00%
MONASH IVF GROUP LIMITED ORDINARY FULLY PAID,AU000000MVF3        ,1406970,1786852,0.00%
NATIONAL GRID,GB00BDR05C01        ,1732583,33293917,0.06%
NEW ORIENTAL EDUCA,KYG6470A1168        ,126560,1288096,0.00%
NEW ORIENTAL EDUCASPON ADS EA REP 10 ORD SHS,US6475812060        ,74066,7677547,0.01%
NEXTERA ENERGY INC,US65339F1012        ,252804,29271608,0.06%
NIPPON GAS CO LTD,JP3695600001        ,2657,59226,0.00%
NIPPON TEL AND TEL CP NPV,JP3735400008        ,2803361,4551958,0.01%
NISOURCE INC,US65473P1057        ,26879,1595830,0.00%
NOS SGPS SA,PTZON0AM0006        ,67016,373231,0.00%
NRG ENERGY INC,US6293775085        ,11080,1614563,0.00%
OKINAWA ELEC POWER NPV,JP3194700005        ,40363,398211,0.00%
ONEOK INC,US6826801036        ,72443,11747152,0.02%
ORANGE SA,FR0000133308        ,26941,433810,0.00%
ORIGIN ENERGY LIMITED,AU000000ORG5        ,17324606,188838210,0.36%
OSAKA GAS CO LTD JPY,JP3180400008        ,4212,149766,0.00%
PCCW LTD,HK0008011667        ,105385,99041,0.00%
PEARSON PLC ORD,GB0006776081        ,6960,180493,0.00%
PEMBINA PIPELINE,CA7063271034        ,416571,24845612,0.05%
PENNON GROUP ORD GBP0.6105,GB00BNNTLN49        ,8742,104953,0.00%
PERDOCEO EDUCATION COM USD0 01,US71363P1066        ,1483,63408,0.00%
PG AND E CORP,US69331C1080        ,883703,28802581,0.05%
PINNACLE WEST CAPITAL,US7234841010        ,7279,996600,0.00%
PLDT INC,PHY7072Q1032        ,4055,146617,0.00%
PLDT INC ADR EACH REP 1 ORD SHS,US69344D4088        ,17268,617755,0.00%
POWER ASSETS HOLDINGS LIMITED,HK0006000050        ,16659,187734,0.00%
PPL CORPORATION,US69351T1060        ,204761,10734952,0.02%
PRIMA MARINE ORD SHS F,TH8170010012        ,1186579,483402,0.00%
PROXIMUS,BE0003810273        ,3415,28700,0.00%
PUBLIC SERVICE ENTERPRISE GROUP INC,US7445731067        ,20118,2745264,0.01%
QINGDAO PORT INTERNATIONAL CO LTD,CNE100001SG2        ,101561,135146,0.00%
QUBE HOLDINGS LIMITED,AU000000QUB5        ,28749300,114134719,0.22%
QUEBECOR INC CLASS B SUB VTG NPV,CA7481932084        ,1383,48923,0.00%
RAMSAY HEALTH CARE,AU000000RHC8        ,563321,19457119,0.04%
RED ELECTRICA DE ES,ES0173093024        ,4624,127608,0.00%
