Name,Stock ID,Yahoo ticker,LC
McMillan Shakespeare Ltd,US5779331041,MMS,United States
Medibank Pvt Ltd,AU000000MPL3,MPL.AX,Australia
Mediobanca Banca di Credito Finanziario,IT0000062957,MB.MI,Italy
Medtronic PLC,IE00BTN1Y115,MDT,United States
Megaport Ltd,AU000000MP15,MP1.AX,Australia
Meituan,KYG596691041,3690.HK,Hong Kong
Melrose Industries PLC,GB00BNGDN821,MRO.L,United Kingdom
MercadoLibre Inc,US58733R1023,MELI,United States
Mercedes-Benz Group AG,DE0007100000,MBG.DE,Germany
Merck & Co Inc,US58933Y1055,MRK,United States
Merck KGaA,US58933Y1055,MRK,United States
Mercury NZ Ltd,NZMRPE0001S2,MCY.NZ,New Zealand
Meridian Energy Ltd,NZMELE0002S7,MEL.NZ,New Zealand
Mesoblast Ltd,AU000000MSB8,MSB.AX,Australia
MetLife Inc,US59156R1086,MET,United States
Meta Platforms Inc,US30303M1027,META,United States
Metcash Ltd,AU000000MTS0,MTS.AX,Australia
Metro Inc/CN,CA59162N1096,MRU.TO,Canada
Metso Oyj,FI0009014575,METSO.HE,Finland
Mettler-Toledo International Inc,US5926881054,MTD,United States
MicroStrategy Inc,US5949724083,MSTR,United States
Microchip Technology Inc,US5950171042,MCHP,United States
Micron Technology Inc,US5951121038,MU,United States
Microsoft Corp,US5949181045,MSFT,United States
Midway Ltd,AU000000MWY2,,
Mineral Resources Ltd,AU000000MIN4,MIN.AX,Australia
Mitsubishi Chemical Group Corp,JP3897700005,4188.T,Japan
Mitsubishi Corp,JP3898400001,8058.T,Japan
Mitsubishi Electric Corp,JP3902400005,6503.T,Japan
Mitsubishi Estate Co Ltd,JP3899600005,8802.T,Japan
Mitsubishi HC Capital Inc,JP3499800005,8593.T,Japan
Mitsubishi Heavy Industries Ltd,JP3900000005,7011.T,Japan
Mitsubishi UFJ Financial Group Inc,JP3902900004,8306.T,Japan
Mitsui & Co Ltd,JP3893600001,8031.T,Japan
Mitsui Chemicals Inc,JP3888300005,4183.T,Japan
Mitsui Fudosan Co Ltd,JP3893200000,8801.T,Japan
Mitsui Mining & Smelting Co Ltd,JP3888400003,5706.T,Japan
Mitsui OSK Lines Ltd,JP3362700001,9104.T,Japan
Mizrahi Tefahot Bank Ltd,IL0006954379,MZTF.TA,Israel
Mizuho Financial Group Inc,JP3885780001,8411.T,Japan
Moderna Inc,US60770K1079,MRNA,United States
Molina Healthcare Inc,US60855R1005,MOH,United States
Molson Coors Beverage Co,US60871R2094,TAP,United States
Monadelphous Group Ltd,AU000000MND5,MND.AX,Australia
Moncler SpA,IT0004965148,MONC.MI,Italy
Monday.com Ltd,IL0011762130,MNDY,United States
Mondelez International Inc,US6092071058,MDLZ,United States
Mondi PLC,GB00BMWC6P49,MNDI.L,United Kingdom
MongoDB Inc,US60937P1066,MDB,United States
Monolithic Power Systems Inc,US6098391054,MPWR,United States
MonotaRO Co Ltd,JP3922950005,3064.T,Japan
Monster Beverage Corp,US61174X1090,MNST,United States
Moody's Corp,US6153691059,MCO,United States
Morgan Stanley,US6174464486,MS,United States
Mosaic Co/The,US61945C1036,MOS,United States
Motorola Solutions Inc,US6200763075,MSI,United States
Mowi ASA,NO0003054108,MOWI.OL,Norway
Muenchener Rueckversicherungs-Gesellschaft,DE0008430026,MUV2.DE,Germany
Murata Manufacturing Co Ltd,JP3914400001,6981.T,Japan
NAVER Corp,KR7035420009,035420.KS,South Korea
NEC Corp,JP3733000008,6701.T,Japan
NEXTDC Ltd,AU000000NXT8,NXT.AX,Australia
NEXTracker Inc,AU000000NXT8,NXT.AX,Australia
NGK Insulators Ltd,JP3695200000,5333.T,Japan
NIDEC CORP,JP3734800000,6594.T,Japan
NIKE Inc,US6541061031,NKE,United States
NN Group NV,NL0010773842,NN.AS,Netherlands
NRG Energy Inc,US6293775085,NRG,United States
NRW Holdings Ltd,AU000000NWH5,NWH.AX,Australia
NTT Data Group Corp,JP3165700000,9613.T,Japan
NU Holdings Ltd/Cayman Islands,KYG6683N1034,NU,United States
NVIDIA Corp,US67066G1040,NVDA,United States
NVR Inc,US62944T1051,NVR,United States
NXP Semiconductors NV,NL0009538784,NXPI,United States
Nanosonics Ltd,AU000000NAN9,NAN.AX,Australia
Nasdaq Inc,US6311031081,NDAQ,United States
Naspers Ltd,ZAE000325783,NPN.JO,South Africa
NatWest Group PLC,GB00BM8PJY71,NWG.L,United Kingdom
National Australia Bank Ltd,AU000000NAB4,NAB.AX,Australia
National Bank of Canada,CA6330671034,NA.TO,Canada
National Bank of Greece SA,GRS003003035,ETE.AT,Greece
National Grid PLC,GB00BDR05C01,NG.L,United Kingdom
Nemetschek SE,DE0006452907,NEM.DE,Germany
Neste Oyj,FI0009013296,NESTE.HE,Finland
Nestle SA,CH0038863350,NESN.SW,Switzerland
NetApp Inc,US64110D1046,NTAP,United States
Netflix Inc,US64110L1061,NFLX,United States
Netwealth Group Ltd,AU000000NWL7,NWL.AX,Australia
Neuren Pharmaceuticals Ltd,NZNEUE0001S8,NEU.AX,Australia
Neurocrine Biosciences Inc,US64125C1099,NBIX,United States
Newmont Corp,DE0006452907,NEM.DE,Germany
News Corp,AU000000NWS2,NWS.AX,Australia
News Corp,US65249B1098,NWSA,United States
NexGen Energy Ltd,AU0000159329,NXG.AX,Australia
Nexi SpA,IT0005366767,NEXI.MI,Italy
Nexon Co Ltd,JP3758190007,3659.T,Japan
Next PLC,AU000000NXT8,NXT.AX,Australia
NextEra Energy Inc,US65339F1012,NEE,United States
NiSource Inc,US65473P1057,NI,United States
Nibe Industrier AB,SE0015988019,NIBE-B.ST,Sweden
Nice Ltd,IL0002730112,NICE.TA,Israel
Nick Scali Ltd,AU000000NCK1,NCK.AX,Australia
Nickel Industries Ltd,AU0000018236,NIC.AX,Australia
Nine Entertainment Co Holdings Ltd,AU000000NEC4,NEC.AX,Australia
Nintendo Co Ltd,JP3756600007,7974.T,Japan
Nippon Paint Holdings Co Ltd,JP3749400002,4612.T,Japan
Nippon Sanso Holdings Corp,JP3711600001,4091.T,Japan
Nippon Steel Corp,JP3381000003,5401.T,Japan
Nippon Telegraph & Telephone Corp,JP3735400008,9432.T,Japan
Nippon Yusen KK,JP3753000003,9101.T,Japan
Nissan Motor Co Ltd,JP3672400003,7201.T,Japan
Nissin Foods Holdings Co Ltd,JP3675600005,2897.T,Japan
Nitori Holdings Co Ltd,JP3756100008,9843.T,Japan
Nitto Denko Corp,JP3684000007,6988.T,Japan
Nokia Oyj,FI0009000681,NOKIA.HE,Finland
Nomura Holdings Inc,JP3762600009,8604.T,Japan
Nomura Research Institute Ltd,JP3762800005,4307.T,Japan
Nordea Bank Abp,FI4000297767,NDA-FI.HE,Finland
Nordson Corp,US6556631025,NDSN,United States
Norfolk Southern Corp,US6558441084,NSC,United States
Norsk Hydro ASA,NO0005052605,NHY.OL,Norway
Northern Star Resources Ltd,AU000000NST8,NST.AX,Australia
Northern Trust Corp,US6658591044,NTRS,United States
Northrop Grumman Corp,US6668071029,NOC,United States
Novartis AG,CH0012005267,NOVN.SW,Switzerland
Novo Nordisk A/S,DK0062498333,NOVO-B.CO,Denmark
Novo Nordisk A/S,US6701002056,NVO,United States
Novonesis (Novozymes) B,DK0060336014,NSIS-B.CO,Denmark
Novonix Ltd,AU000000NVX4,NVX.AX,Australia
Nucor Corp,US6703461052,NUE,United States
Nufarm Ltd,AU000000NUF3,NUF.AX,Australia
Nuix Ltd,AU0000119307,NXL.AX,Australia
Nutanix Inc,US67059N1081,NTNX,United States
Nutrien Ltd,CA67077M1086,NTR.TO,Canada
O'Reilly Automotive Inc,US67103H1077,ORLY,United States
OFX Group Ltd,AU000000OFX5,OFX.AX,Australia
OMV AG,AT0000743059,OMV.VI,Austria
ON Semiconductor Corp,US6821891057,ON,United States
ONEOK Inc,US6826801036,OKE,United States
ORIX Corp,JP3200450009,8591.T,Japan
Obayashi Corp,JP3190000004,1802.T,Japan
Obic Co Ltd,JP3173400007,4684.T,Japan
Occidental Petroleum Corp,US6745991058,OXY,United States
Okta Inc,US6792951054,OKTA,United States
Old Dominion Freight Line Inc,US6795801009,ODFL,United States
Olympus Corp,JP3201200007,7733.T,Japan
Omnicom Group Inc,US6819191064,OMC,United States
Omron Corp,JP3197800000,6645.T,Japan
Onex Corp,CA68272K1030,ONEX.TO,Canada
Ono Pharmaceutical Co Ltd,JP3197600004,JP3197600004.SG,Germany
Open Text Corp,CA6837151068,OTEX,United States
Opthea Ltd,AU000000OPT2,,
Oracle Corp,US68389X1054,ORCL,United States
Oracle Corp Japan,JP3689500001,4716.T,Japan
Orange SA,FR0000133308,ORA.PA,France
Orica Ltd,AU000000ORI1,ORI.AX,Australia
Oriental Land Co Ltd/Japan,JP3198900007,4661.T,Japan
Origin Energy Ltd,AU000000ORG5,ORG.AX,Australia
Orion Oyj,FI0009014377,ORNBV.HE,Finland
Orkla ASA,NO0003733800,ORK.OL,Norway
Orora Ltd,FR0000133308,ORA.PA,France
Orsted AS,DK0060094928,ORSTED.CO,Denmark
Osaka Gas Co Ltd,JP3180400008,9532.T,Japan
Otis Worldwide Corp,US68902V1070,OTIS,United States
Otsuka Corp,JP3188200004,4768.T,Japan
Otsuka Holdings Co Ltd,JP3188220002,4578.T,Japan
Oversea-Chinese Banking Corp Ltd,SG1S04926220,O39.SI,Singapore
Ovintiv Inc,US69047Q1022,OVV,United States
Owens Corning,US6907421019,OC,United States
PACCAR Inc,US6937181088,PCAR,United States
PDD Holdings Inc,US7223041028,9PDA.SG,Germany
PEXA Group Ltd,AU0000158594,PXA.AX,Australia
PG&E Corp,US69331C1080,PCG,United States
PNC Financial Services Group Inc/The,US6934751057,PNC,United States
PPG Industries Inc,US6935061076,PPG,United States
PPL Corp,US69351T1060,PPL,United States
PRADA SpA,IT0003874101,1913.HK,Hong Kong
PTC Inc,US69370C1009,PTC,United States
PWR Holdings Ltd,AU000000PWH0,PWH.AX,Australia
Pacific Current Group Ltd,AU000000PAC7,PAC.AX,Australia
Packaging Corp of America,US6951561090,PKG,United States
Pagseguro Digital Ltd,KYG687071012,PAGS,United States
Paladin Energy Ltd,AU000000PDN8,PDN.AX,Australia
Palantir Technologies Inc,US69608A1088,PLTR,United States
Palo Alto Networks Inc,US6974351057,PANW,United States
Pan American Silver Corp,CA6979001089,PAAS.TO,Canada
Pan Pacific International Holdings Corp,JP3639650005,7532.T,Japan
Panasonic Holdings Corp,JP3866800000,6752.T,Japan
Pandora A/S,DK0060252690,PNDORA.CO,Denmark
Pantoro Ltd,AU000000PNR8,PNR.AX,Australia
Parker-Hannifin Corp,US7010941042,PH,United States
Parkland Corp,CA70137W1086,PKI.TO,Canada
Partners Group Holding AG,CH0024608827,PGHN.SW,Switzerland
Patriot Battery Metals Inc,AU0000251258,PMT.AX,Australia
PayPal Holdings Inc,US70450Y1038,PYPL,United States
Paychex Inc,US7043261079,PAYX,United States
Paycom Software Inc,US70432V1026,PAYC,United States
Pearson PLC,GB0006776081,PSON.L,United Kingdom
Peet Ltd,AU000000PPC5,PPC.AX,Australia
Pembina Pipeline Corp,US69351T1060,PPL,United States
Pentair PLC,AU000000PNR8,PNR.AX,Australia
Pepper Money Ltd/Australia,AU0000150898,PPM.AX,Australia
PepsiCo Inc,US7134481081,PEP,United States
Perenti Ltd,AU0000061897,PRN.AX,Australia
Pernod Ricard SA,FR0000120693,RI.PA,France
Perpetual Ltd,AU000000PPT9,PPT.AX,Australia
Perseus Mining Ltd,AU000000PRU3,PRU.AX,Australia
Persimmon PLC,GB0006825383,PSN.L,United Kingdom
Pfizer Inc,US7170811035,PFE,United States
Phillips 66,US7185461040,PSX,United States
Phoenix Group Holdings PLC,GB00BGXQNP29,PHNX.L,United Kingdom
Piedmont Lithium Inc,AU000000PLL5,PLL.AX,Australia
Pilbara Minerals Ltd,AU000000PLS0,PLS.AX,Australia
Pilgrim's Pride Corp,AU000000PPC5,PPC.AX,Australia
Pinnacle Investment Management Group Ltd,AU000000PNI7,PNI.AX,Australia
Pinterest Inc,US72352L1061,PINS,United States
Platinum Asset Management Ltd,AU000000PTM6,PTM.AX,Australia
PolyNovo Ltd,AU000000PNV0,PNV.AX,Australia
Pool Corp,US73278L1052,POOL,United States
Popular Inc,PR7331747001,BPOP,United States
Porsche Automobil Holding SE,DE000PAH0038,PAH3.DE,Germany
Poste Italiane SpA,IT0003796171,PST.MI,Italy
Power Assets Holdings Ltd,HK0006000050,0006.HK,Hong Kong
Power Corp of Canada,CA7392391016,POW.TO,Canada
Predictive Discovery Ltd,AU000000PDI8,PDI.AX,Australia
Premier Investments Ltd,AU000000PMV2,PMV.AX,Australia
Primerica Inc,US74164M1080,PRI,United States
Principal Financial Group Inc,US74251V1026,PFG,United States
Pro Medicus Ltd,AU000000PME8,PME.AX,Australia
Procter & Gamble Co/The,US7427181091,PG,United States
Progress Software Corp,US7433121008,PRGS,United States
Progressive Corp/The,US7433151039,PGR,United States
Propel Funeral Partners Ltd,AU000000PFP8,PFP.AX,Australia
Prosus NV,NL0013654783,PRX.AS,Netherlands
Prudential Financial Inc,AU000000PRU3,PRU.AX,Australia
Prudential PLC,AU000000PRU3,PRU.AX,Australia
Prysmian SpA,IT0004176001,PRY.MI,Italy
Public Service Enterprise Group Inc,US7445731067,PEG,United States
Publicis Groupe SA,FR0000130577,PUB.PA,France
PulteGroup Inc,US7458671010,PHM,United States
Puma SE,DE0006969603,PUM.DE,Germany
Pure Storage Inc,US74624M1027,PSTG,United States
QBE Insurance Group Ltd,AU000000QBE9,QBE.AX,Australia
QIAGEN NV,NL0015001WM6,1QGEN.MI,Italy
QUALCOMM Inc,US7475251036,QCOM,United States
Qantas Airways Ltd,AU000000QAN2,QAN.AX,Australia
Qorvo Inc,US74736K1016,QRVO,United States
Qualitas Real Estate Income Fund,AU0000027310,QRI.AX,Australia
Quanta Services Inc,US74762E1029,PWR,United States
Qube Holdings Ltd,AU000000QUB5,QUB.AX,Australia
Quebecor Inc,CA7481932084,QBR-B.TO,Canada
Quest Diagnostics Inc,US74834L1008,DGX,United States
RB Global Inc,CA74935Q1072,RBA,United States
REA Group Ltd,AU000000REA9,REA.AX,Australia
RELX PLC,GB00B2B0DG97,REL.L,United Kingdom
ROBLOX Corp,US7710491033,RBLX,United States
ROCKWOOL A/S,DK0010219153,0M0A.IL,United Kingdom
RPM International Inc,US7496851038,RPM,United States
RPMGlobal Holdings Ltd,AU000000RUL2,RUL.AX,Australia
RTX Corp,US75513E1010,RTX,United States
RWE AG,DE0007037129,RWE.DE,Germany
Radian Group Inc,US7502361014,RDN,United States
Raia Drogasil SA,BRRADLACNOR0,RADL3.SA,Brazil
Rakuten Group Inc,JP3967200001,4755.T,Japan
Ramelius Resources Ltd,FR0000052292,RMS.PA,France
Ramsay Health Care Ltd,AU000000RHC8,RHC.AX,Australia
Randstad NV,NL0000379121,RAND.AS,Netherlands
Rational AG,DE0007010803,RAA.DE,Germany
Raymond James Financial Inc,US7547301090,RJF,United States
Reckitt Benckiser Group PLC,GB00B24CGK77,RKT.L,United Kingdom
Recordati Industria Chimica e Farmaceutical,IT0003828271,REC.MI,Italy
Recruit Holdings Co Ltd,JP3970300004,6098.T,Japan
Rede D'Or Sao Luiz SA,BRRDORACNOR8,RDOR3.SA,Brazil
Redeia Corp SA,ES0173093024,RED.MC,Spain
Reece Ltd,AU000000REH4,REH.AX,Australia
Regeneron Pharmaceuticals Inc,US75886F1075,REGN,United States
Regions Financial Corp,FR0000121121,RF.PA,France
Regis Healthcare Ltd,AU000000REG6,REG.AX,Australia
Regis Resources Ltd,AU000000RRL8,RRL.AX,Australia
Reinsurance Group of America Inc,US7593516047,RGA,United States
Reliance Inc,US7595091023,RS,United States
Reliance Industries Ltd,INE002A01018,RELIANCE.NS,India
Reliance Worldwide Corp Ltd,AU000000RWC7,RWC.AX,Australia
Renault SA,FR0000131906,RNO.PA,France
Renesas Electronics Corp,JP3164720009,6723.T,Japan
Rentokil Initial PLC,GB00B082RF11,RTO.L,United Kingdom
Repsol SA,ES0173516115,REP.MC,Spain
Republic Services Inc,US7607591002,RSG,United States
ResMed Inc,US7611521078,RMD,United States
Resolute Mining Ltd,US7607591002,RSG,United States
Resona Holdings Inc,JP3500610005,8308.T,Japan
Resonac Holdings Corp,JP3368000000,4004.T,Japan
Restaurant Brands International Inc,CA76131D1033,QSR,United States
Revelyst Inc,US6900451096,,
Revvity Inc,US7140461093,RVTY,United States
Rexel SA,FR0010451203,RXL.PA,France
Rheinmetall AG,DE0007030009,RHM.DE,Germany
Ricoh Co Ltd,JP3973400009,7752.T,Japan
Ridley Corp Ltd,AU000000RIC6,AU000000RIC6.SG,Germany
Rightmove PLC,GB00BGDT3G23,RMV.L,United Kingdom
Rio Tinto Ltd,AU000000RIO1,RIO.AX,Australia
Rio Tinto PLC,AU000000RIO1,RIO.AX,Australia
Rivian Automotive Inc,US76954A1034,RIVN,United States
Robinhood Markets Inc,US7707001027,HOOD,United States
Roche Holding AG,CH0012032113,RO.SW,Switzerland
Roche Holding AG,CH0012032048,ROG.SW,Switzerland
Rockwell Automation Inc,US7739031091,ROK,United States
Rogers Communications Inc,CA7751092007,RCI-B.TO,Canada
Roku Inc,US77543R1023,ROKU,United States
Rollins Inc,US7757111049,ROL,United States
Rolls-Royce Holdings PLC,GB00B63H8491,RR.L,United Kingdom
Roper Technologies Inc,US7766961061,ROP,United States
Ross Stores Inc,US7782961038,ROST,United States
Royal Bank of Canada,CA7800871021,RY.TO,Canada
Royal Caribbean Cruises Ltd,LR0008862868,RCL,United States
Royalty Pharma PLC,GB00BMVP7Y09,RPRX,United States
Ryan Specialty Holdings Inc,US78351F1075,RYAN,United States
Ryanair Holdings PLC,US7835132033,RYAAY,United States
S&P Global Inc,US78409V1044,SPGI,United States
SAP SE,DE0007164600,SAP.DE,Germany
SBI Holdings Inc,JP3436120004,8473.T,Japan
SCREEN Holdings Co Ltd,JP3494600004,7735.T,Japan
SCSK Corp,JP3400400002,9719.T,Japan
SEB SA,FR0000121709,SK.PA,France
SEEK Ltd,AU000000SEK6,SEK.AX,Australia
SEI Investments Co,US7841171033,SEIC,United States
SG Holdings Co Ltd,JP3162770006,9143.T,Japan
SGH Ltd,AU0000364754,SGH.AX,Australia
SGS SA,CH1256740924,SGSN.SW,Switzerland
SIG Group AG,CH0435377954,SIGN.SW,Switzerland
SITC International Holdings Co Ltd,KYG8187G1055,1308.HK,Hong Kong
SK Hynix Inc,KR7000660001,000660.KS,South Korea
SKF AB,SE0000108227,SKF-B.ST,Sweden
SKYCITY Entertainment Group Ltd,NZSKCE0001S2,SKC.NZ,New Zealand
SM Investments Corp,PHY806761029,,
SMC Corp,JP3162600005,6273.T,Japan
SS&C Technologies Holdings Inc,US78467J1007,SSNC,United States
SSE PLC,GB0007908733,SSE.L,United Kingdom
STERIS PLC,IE00BFY8C754,STE,United States
STMicroelectronics NV,NL0000226223,STMPA.PA,France
Saab AB,SE0021921269,SAAB-B.ST,Sweden
Safran SA,FR0000073272,SAF.PA,France
Sagax AB,SE0005127818,,
Sage Group PLC/The,GB00B8C3BL03,SGE.L,United Kingdom
Saipem SpA,IT0005495657,SPM.MI,Italy
Salesforce Inc,US79466L3024,CRM,United States
Salmar ASA,NO0010310956,SALM.OL,Norway
Salt Lake Potash Ltd,AU000000SO44,,
Sampo Oyj,FI4000552500,SAMPO.HE,Finland
Samsara Inc,US79589L1061,IOT,United States
Samsung Electronics Co Ltd,KR7005930003,005930.KS,South Korea
Samsung Electronics Co Ltd,KR7005931001,005935.KS,South Korea
Samsung SDI Co Ltd,KR7006400006,006400.KS,South Korea
Sandfire Resources Ltd,AU000000SFR8,SFR.AX,Australia
Sandoz Group AG,CH1243598427,SDZ.SW,Switzerland
Sands China Ltd,KYG7800X1079,1928.HK,Hong Kong
Sandvik AB,SE0000667891,SAND.ST,Sweden
Sanofi SA,ES0113900J37,SAN.MC,Spain
Santos Ltd,AU000000STO6,STO.AX,Australia
Sanwa Holdings Corp,JP3344400001,5929.T,Japan
Saputo Inc,DE0007164600,SAP.DE,Germany
Sartorius AG,DE0007165631,SRT3.DE,Germany
Sartorius Stedim Biotech,FR0013154002,DIM.PA,France
Sayona Mining Ltd,AU000000SYA5,SYA.AX,Australia
Schindler Holding AG,CH0024638212,SCHN.SW,Switzerland
Schindler Holding AG,CH0024638196,SCHP.SW,Switzerland
Schlumberger NV,AN8068571086,SLB,United States
Schneider Electric SE,FR0000121972,SU.PA,France
Schroders PLC,GB00BP9LHF23,SDR.L,United Kingdom
Scout24 SE,DE000A12DM80,G24.DE,Germany
Sea Ltd,US81141R1005,SE,United States
Seagate Technology Holdings PLC,IE00BKVD2N49,STX,United States
Secom Co Ltd,JP3421800008,9735.T,Japan
Securitas AB,SE0000163594,SECU-B.ST,Sweden
Seiko Epson Corp,JP3414750004,6724.T,Japan
Sekisui Chemical Co Ltd,JP3419400001,4204.T,Japan
Sekisui House Ltd,KYG7800X1079,1928.HK,Hong Kong
Select Harvests Ltd,AU000000SHV6,AU000000SHV6.SG,Germany
Sembcorp Industries Ltd,SG1R50925390,U96.SI,Singapore
Sempra,US8168511090,SRE,United States
Service Stream Ltd,AU000000SSM2,SSM.AX,Australia
ServiceNow Inc,US81762P1021,NOW,United States
Seven & i Holdings Co Ltd,JP3422950000,3382.T,Japan
Severn Trent PLC,GB00B1FH8J72,SVT.L,United Kingdom
Shaver Shop Group Ltd,AU000000SSG4,SSG.AX,Australia
Shell PLC,GB00BP6MXD84,SHEL.L,United Kingdom
Shell PLC,GB00BP6MXD84,SHEL.L,United Kingdom
Sherwin-Williams Co/The,US8243481061,SHW,United States
Shimadzu Corp,JP3357200009,7701.T,Japan
Shimano Inc,JP3358000002,7309.T,Japan
Shin-Etsu Chemical Co Ltd,JP3371200001,4063.T,Japan
Shionogi & Co Ltd,JP3347200002,4507.T,Japan
Shiseido Co Ltd,JP3351600006,4911.T,Japan
Shizuoka Financial Group Inc,JP3351500008,5831.T,Japan
Shopify Inc,CA82509L1076,SHOP,United States
Siemens AG,DE0007236101,SIE.DE,Germany
Siemens Energy AG,DE000ENER6Y0,ENR.DE,Germany
Siemens Healthineers AG,DE000SHL1006,SHL.DE,Germany
Sigma Healthcare Ltd,AU000000SIG5,SIG.AX,Australia
Sika AG,CH0418792922,SIKA.SW,Switzerland
Silex Systems Ltd,AU000000SLX4,SLX.AX,Australia
Sims Ltd,AU000000SGM7,SGM.AX,Australia
Singapore Airlines Ltd,SG1V61937297,C6L.SI,Singapore
Singapore Exchange Ltd,SG1J26887955,S68.SI,Singapore
Singapore Technologies Engineering Ltd,IE00BFY8C754,STE,United States
Singapore Telecommunications Ltd,SG1T75931496,Z74.SI,Singapore
Sino Land Co Ltd,HK0083000502,0083.HK,Hong Kong
SiteMinder Ltd,GB00BP9LHF23,SDR.L,United Kingdom
Skandinaviska Enskilda Banken AB,SE0000148884,SEB-A.ST,Sweden
Skanska AB,SE0000113250,SKA-B.ST,Sweden
Skyworks Solutions Inc,US83088M1027,SWKS,United States
SmartGroup Corp Ltd,AU000000SIQ4,SIQ.AX,Australia
Smith & Nephew PLC,GB0009223206,SN.L,United Kingdom
Smiths Group PLC,GB00B1WY2338,SMIN.L,United Kingdom
Smurfit WestRock PLC,IE00028FXN24,SW,United States
Smurfit WestRock PLC,IE00028FXN24,SW,United States
Snam SpA,IT0003153415,SRG.MI,Italy
Snap Inc,US83304A1060,SNAP,United States
Snap-on Inc,US8330341012,SNA,United States
Snowflake Inc,US8334451098,SNOW,United States
Societe Generale SA,FR0000130809,GLE.PA,France
Sodexo SA,IE00028FXN24,SW,United States
Sofina SA,BE0003717312,SOF.BR,Belgium
SoftBank Corp,JP3732000009,9434.T,Japan
SoftBank Group Corp,JP3436100006,9984.T,Japan
Solvar Ltd,AU0000258782,SVR.AX,Australia
Solventum Corp,US83444M1018,SOLV,United States
Sompo Holdings Inc,JP3165000005,8630.T,Japan
Sonic Healthcare Ltd,DE000SHL1006,SHL.DE,Germany
Sonova Holding AG,CH0012549785,SOON.SW,Switzerland
Sony Group Corp,JP3435000009,6758.T,Japan
South32 Ltd,AU000000S320,S32.AX,Australia
Southern Co/The,US8425871071,SO,United States
Southwest Airlines Co,US8447411088,LUV,United States
Spark New Zealand Ltd,NZTELE0001S4,SPK.NZ,New Zealand
Spartan Resources Ltd/Australia,AU0000294233,,
Spirax Group PLC,GB00BWFGQN14,SPX.L,United Kingdom
Spotify Technology SA,LU1778762911,SPOT,United States
Standard Chartered PLC,GB0004082847,STAN.L,United Kingdom
Stanley Black & Decker Inc,US8545021011,SWK,United States
Stanmore Resources Ltd,AU000000SMR4,SMR.AX,Australia
Stantec Inc,CA85472N1096,STN.TO,Canada
Star Entertainment Grp Ltd/The,AU000000SGR6,SGR.AX,Australia
Starbucks Corp,US8552441094,SBUX,United States
State Street Corp,US8574771031,STT,United States
Steadfast Group Ltd,AU000000SDF8,SDF.AX,Australia
Steel Dynamics Inc,US8581191009,STLD,United States
Stellantis NV,NL00150001Q9,STLAM.MI,Italy
Stifel Financial Corp,US8606301021,SF,United States
Stora Enso Oyj,FI0009005961,STERV.HE,Finland
Straumann Holding AG,CH1175448666,STMN.SW,Switzerland
Stride Inc,US86333M1080,LRN,United States
Stryker Corp,US8636671013,SYK,United States
Subaru Corp,JP3814800003,7270.T,Japan
Sumber Alfaria Trijaya Tbk PT,ID1000128705,AMRT.JK,Indonesia
Sumitomo Corp,JP3404600003,8053.T,Japan
Sumitomo Electric Industries Ltd,JP3407400005,5802.T,Japan
Sumitomo Forestry Co Ltd,JP3409800004,1911.T,Japan
Sumitomo Metal Mining Co Ltd,JP3402600005,5713.T,Japan
Sumitomo Mitsui Financial Group Inc,JP3890350006,8316.T,Japan
Sumitomo Mitsui Trust Group Inc,JP3892100003,8309.T,Japan
Sumitomo Realty & Development Co Ltd,JP3409000001,8830.T,Japan
Sun Hung Kai Properties Ltd,HK0016000132,0016.HK,Hong Kong
Sun Life Financial Inc,CA8667961053,SLF.TO,Canada
Suncor Energy Inc,FR0000121972,SU.PA,France
Suncorp Group Ltd,AU000000SUN6,SUN.AX,Australia
Suntory Beverage & Food Ltd,JP3336560002,2587.T,Japan
Super Micro Computer Inc,US86800U3023,SMCI,United States
Super Retail Group Ltd,AU000000SUL0,SUL.AX,Australia
Superloop Ltd,AU000000SLC8,SLC.AX,Australia
Suzuki Motor Corp,JP3397200001,7269.T,Japan
Svenska Cellulosa AB SCA,SE0000112724,SCA-B.ST,Sweden
Svenska Handelsbanken AB,SE0007100599,SHB-A.ST,Sweden
Swatch Group AG/The,CH0012255151,UHR.SW,Switzerland
Swedbank AB,SE0000242455,SWED-A.ST,Sweden
Swedish Orphan Biovitrum AB,SE0000872095,SOBI.ST,Sweden
Swire Pacific Ltd,HK0019000162,0019.HK,Hong Kong
Swiss Life Holding AG,CH0014852781,SLHN.SW,Switzerland
Swiss Prime Site AG,CH0008038389,SPSN.SW,Switzerland
Swiss Re AG,CH0126881561,SREN.SW,Switzerland
Swisscom AG,CH0008742519,SCMN.SW,Switzerland
Swissquote Group Holding SA,CH0010675863,SQN.SW,Switzerland
Syensqo SA,BE0974464977,SYENS.BR,Belgium
Symal Group Ltd,AU0000361883,SYL.AX,Australia
Symbotic Inc,US87151X1019,SYM,United States
Symrise AG,DE000SYM9999,SY1.DE,Germany
Synchrony Financial,US87165B1035,SYF,United States
Synopsys Inc,US8716071076,SNPS,United States
Syrah Resources Ltd,AU000000SYR9,SYR.AX,Australia
Sysco Corp,US8718291078,SYY,United States
Sysmex Corp,JP3351100007,6869.T,Japan
T Rowe Price Group Inc,US74144T1088,TROW,United States
T&D Holdings Inc,JP3539220008,8795.T,Japan
T-Mobile US Inc,US8725901040,TMUS,United States
