Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,Balanced Growth,Listed Equity,,Hulic Co Ltd,18697.9821,263255.3936,0.0000038,,,JP3360800001
31/12/2024,Balanced Growth,Listed Equity,,Humana Inc,32189.91979,13190510.46,0.00019033,,,US4448591028
31/12/2024,Balanced Growth,Listed Equity,,Humanwell Healthcare Group Co Ltd,9429.341421,48781.10461,0.0000007,,,CNE000000QW6
31/12/2024,Balanced Growth,Listed Equity,,Hunan Valin Steel Co Ltd,43813.92264,40524.17174,0.00000058,,,CNE000001006
31/12/2024,Balanced Growth,Listed Equity,,Hundsun Technologies Inc,9630.934238,59648.16048,0.00000086,,,CNE000001GD5
31/12/2024,Balanced Growth,Listed Equity,,Huntington Bancshares Inc/OH,43325.75376,1138512.501,0.00001643,,,US4461501045
31/12/2024,Balanced Growth,Listed Equity,,H World Group Ltd,14911.50463,795488.9738,0.00001148,,,US44332N1063
31/12/2024,Balanced Growth,Listed Equity,,Hyatt Hotels Corp,2752.670919,697915.3392,0.00001007,,,US4485791028
31/12/2024,Balanced Growth,Listed Equity,,HYBE Co Ltd,1455.044926,308734.2369,0.00000445,,,KR7352820005
31/12/2024,Balanced Growth,Listed Equity,,Hydro One Ltd,97342.20444,4839442.208,0.00006983,,,CA4488112083
31/12/2024,Balanced Growth,Listed Equity,,Hygon Information Technology Co Ltd,9228.561479,305874.0168,0.00000441,,,CNE100005PT2
31/12/2024,Balanced Growth,Listed Equity,,Hypera SA,19790.23675,93595.76488,0.00000135,,,BRHYPEACNOR0
31/12/2024,Balanced Growth,Listed Equity,,Hyundai Glovis Co Ltd,2228.901222,288796.9756,0.00000417,,,KR7086280005
31/12/2024,Balanced Growth,Listed Equity,,Hyundai Mobis Co Ltd,30293.25731,7860117.589,0.00011342,,,KR7012330007
31/12/2024,Balanced Growth,Listed Equity,,Hyundai Motor Co,109456.9651,25458404.83,0.00036735,,,KR7005380001
31/12/2024,Balanced Growth,Listed Equity,,Hyundai Motor Co,1361.564386,227952.6462,0.00000329,,,KR7005381009
31/12/2024,Balanced Growth,Listed Equity,,Hyundai Motor Co,2146.800922,367424.6526,0.0000053,,,KR7005382007
31/12/2024,Balanced Growth,Listed Equity,,Hyundai Rotem Co Ltd,4397.649749,239788.827,0.00000346,,,KR7064350002
31/12/2024,Balanced Growth,Listed Equity,,iA Financial Corp Inc,27793.79697,4161288.194,0.00006004,,,CA45075E1043
31/12/2024,Balanced Growth,Listed Equity,,Iberdrola SA,1083425.92,24099324.89,0.00034773,,,ES0144580Y14
31/12/2024,Balanced Growth,Listed Equity,,ICICI Bank Ltd,1158511.25,28011099.94,0.00040418,,,INE090A01021
31/12/2024,Balanced Growth,Listed Equity,,ICICI Lombard General Insurance Co Ltd,14301.70974,482342.15,0.00000696,,,INE765G01017
31/12/2024,Balanced Growth,Listed Equity,,ICICI Prudential Life Insurance Co Ltd,21372.90293,264037.6222,0.00000381,,,INE726G01019
31/12/2024,Balanced Growth,Listed Equity,,ICL Group Ltd,38620.07354,308143.3886,0.00000445,,,IL0002810146
31/12/2024,Balanced Growth,Listed Equity,,Idemitsu Kosan Co Ltd,58804.65547,625783.0266,0.00000903,,,JP3142500002
31/12/2024,Balanced Growth,Listed Equity,,IDEX Corp,6424.867012,2171784.578,0.00003134,,,US45167R1041
31/12/2024,Balanced Growth,Listed Equity,,IDEXX Laboratories Inc,29295.03921,19561884.87,0.00028226,,,US45168D1046
31/12/2024,Balanced Growth,Listed Equity,,IDFC First Bank Ltd,217169.1132,258680.1468,0.00000373,,,INE092T01019
31/12/2024,Balanced Growth,Listed Equity,,IDP Education Ltd,3173048.493,40075602.47,0.00057826,,,AU000000IEL5
31/12/2024,Balanced Growth,Listed Equity,,IEIT Systems Co Ltd,5202.395267,59721.27039,0.00000086,,,CNE0000012M2
31/12/2024,Balanced Growth,Listed Equity,,Iflytek Co Ltd,8307.574942,88823.30694,0.00000128,,,CNE100000B81
31/12/2024,Balanced Growth,Listed Equity,,IGM Financial Inc,46155.11187,2379642.454,0.00003434,,,CA4495861060
31/12/2024,Balanced Growth,Listed Equity,,IGO Ltd,4320806.685,20610247.89,0.00029739,,,AU000000IGO4
31/12/2024,Balanced Growth,Listed Equity,,IHH Healthcare Bhd,130872.7559,345082.454,0.00000498,,,MYL5225OO007
31/12/2024,Balanced Growth,Listed Equity,,Illinois Tool Works Inc,58104.4658,23795475.01,0.00034335,,,US4523081093
31/12/2024,Balanced Growth,Listed Equity,,Illumina Inc,51917.72652,11205306.95,0.00016168,,,US4523271090
31/12/2024,Balanced Growth,Listed Equity,,Iluka Resources Ltd,7039781.38,35550895.97,0.00051297,,,AU000000ILU1
31/12/2024,Balanced Growth,Listed Equity,,IMCD NV,4612.600571,1107010.558,0.00001597,,,NL0010801007
31/12/2024,Balanced Growth,Listed Equity,,Imdex Ltd,1244851.348,2888055.127,0.00004167,,,AU000000IMD5
31/12/2024,Balanced Growth,Listed Equity,,Imeik Technology Development Co Ltd,1024.221568,41360.18853,0.0000006,,,CNE100004868
31/12/2024,Balanced Growth,Listed Equity,,Immutep Ltd,32510296.07,11866258.07,0.00017122,,,AU000000IMM6
31/12/2024,Balanced Growth,Listed Equity,,Impala Platinum Holdings Ltd,47997.4439,360493.4084,0.0000052,,,ZAE000083648
31/12/2024,Balanced Growth,Listed Equity,,Imperial Oil Ltd,8506.585542,846300.4711,0.00001221,,,CA4530384086
31/12/2024,Balanced Growth,Listed Equity,,Imugene Ltd,288675.4326,10680.99105,0.00000015,,,AU000000IMU9
31/12/2024,Balanced Growth,Listed Equity,,Inari Amertron Bhd,155258.9837,171604.6008,0.00000248,,,MYQ0166OO007
31/12/2024,Balanced Growth,Listed Equity,,Incitec Pivot Ltd,19372037.28,56760069.23,0.000819,,,AU000000IPL1
31/12/2024,Balanced Growth,Listed Equity,,Incyte Corp,91875.65813,10249296.15,0.00014789,,,US45337C1027
31/12/2024,Balanced Growth,Listed Equity,,Indah Kiat Pulp & Paper Tbk PT,162574.8521,110936.7139,0.0000016,,,ID1000062201
31/12/2024,Balanced Growth,Listed Equity,,Indian Hotels Co Ltd/The,50646.1308,838452.7797,0.0000121,,,INE053A01029
31/12/2024,Balanced Growth,Listed Equity,,Indian Oil Corp Ltd,167837.4001,431912.1462,0.00000623,,,INE242A01010
31/12/2024,Balanced Growth,Listed Equity,,Indian Railway Catering & Tourism Corp Ltd,14262.69177,211729.57,0.00000306,,,INE335Y01020
31/12/2024,Balanced Growth,Listed Equity,,Indofood CBP Sukses Makmur Tbk PT,138595.0614,158202.0763,0.00000228,,,ID1000116700
31/12/2024,Balanced Growth,Listed Equity,,Indofood Sukses Makmur Tbk PT,260932.6376,201619.3163,0.00000291,,,ID1000057003
31/12/2024,Balanced Growth,Listed Equity,,IndusInd Bank Ltd,16673.67683,302016.6846,0.00000436,,,INE095A01012
31/12/2024,Balanced Growth,Listed Equity,,Indus Towers Ltd,1633018.297,10529883.71,0.00015194,,,INE121J01017
31/12/2024,Balanced Growth,Listed Equity,,Industria de Diseno Textil SA,195673.4075,16244920.67,0.0002344,,,ES0148396007
31/12/2024,Balanced Growth,Listed Equity,,Industrial Bank Co Ltd,72215.7493,306163.3351,0.00000442,,,CNE000001QZ7
31/12/2024,Balanced Growth,Listed Equity,,Industrial Bank of Korea,253617.3578,3987283.258,0.00005753,,,KR7024110009
31/12/2024,Balanced Growth,Listed Equity,,Industrial & Commercial Bank of China Ltd,224276.0728,343411.4691,0.00000496,,,CNE000001P37
31/12/2024,Balanced Growth,Listed Equity,,Industrial & Commercial Bank of China Ltd,6661418.727,7216090.97,0.00010412,,,CNE1000003G1
31/12/2024,Balanced Growth,Listed Equity,,Industrial Securities Co Ltd,30767.29076,42617.63185,0.00000061,,,CNE100000V95
31/12/2024,Balanced Growth,Listed Equity,,Industrias Penoles SAB de CV,11810.25013,244207.6196,0.00000352,,,MXP554091415
31/12/2024,Balanced Growth,Listed Equity,,Industrie De Nora SpA,65031.1945,823325.6104,0.00001188,,,IT0005186371
31/12/2024,Balanced Growth,Listed Equity,,Industries Qatar QSC,89883.57135,529096.0519,0.00000763,,,QA000A0KD6K3
31/12/2024,Balanced Growth,Listed Equity,,Industrivarden AB,11379.75875,581202.0819,0.00000839,,,SE0000190126
31/12/2024,Balanced Growth,Listed Equity,,Industrivarden AB,11480.56101,585846.9392,0.00000845,,,SE0000107203
31/12/2024,Balanced Growth,Listed Equity,,Indutrade AB,19362.29241,783984.9869,0.00001131,,,SE0001515552
31/12/2024,Balanced Growth,Listed Equity,,Infineon Technologies AG,300755.9942,15794211.66,0.0002279,,,DE0006231004
31/12/2024,Balanced Growth,Listed Equity,,Info Edge India Ltd,4213.940166,689812.3076,0.00000995,,,INE663F01024
31/12/2024,Balanced Growth,Listed Equity,,Infomedia Ltd,791071.8411,1218250.635,0.00001758,,,AU000000IFM0
31/12/2024,Balanced Growth,Listed Equity,,Informa PLC,211898.7749,3422125.926,0.00004938,,,GB00BMJ6DW54
31/12/2024,Balanced Growth,Listed Equity,,Infosys Ltd,193757.1715,6871888.449,0.00009916,,,INE009A01021
31/12/2024,Balanced Growth,Listed Equity,,Infrastrutture Wireless Italiane SpA,9438.310454,154931.0885,0.00000224,,,IT0005090300
31/12/2024,Balanced Growth,Listed Equity,,Infratil Ltd,3834199.151,44354556.34,0.00064,,,NZIFTE0003S3
31/12/2024,Balanced Growth,Listed Equity,,Ingenic Semiconductor Co Ltd,3739.221598,56427.56892,0.00000081,,,CNE100001377
31/12/2024,Balanced Growth,Listed Equity,,Ingersoll Rand Inc,39649.01437,5792860.922,0.00008359,,,US45687V1061
31/12/2024,Balanced Growth,Listed Equity,,ING Groep NV,3389975.873,85780692.8,0.00123775,,,NL0011821202
31/12/2024,Balanced Growth,Listed Equity,,Inghams Group Ltd,686669.3501,2183608.533,0.00003151,,,AU000000ING6
31/12/2024,Balanced Growth,Listed Equity,,Inner Mongolia BaoTou Steel Union Co Ltd,105084.32,43249.05632,0.00000062,,,CNE0000017H1
31/12/2024,Balanced Growth,Listed Equity,,Inner Mongolia Junzheng Energy & Chemical Industry Group Co Ltd,64460.92886,75025.35164,0.00000108,,,CNE1000010F8
31/12/2024,Balanced Growth,Listed Equity,,Inner Mongolia Yili Industrial Group Co Ltd,22780.80115,152129.6942,0.0000022,,,CNE000000JP5
31/12/2024,Balanced Growth,Listed Equity,,Innolux Corp,451215.9346,318986.1014,0.0000046,,,TW0003481008
31/12/2024,Balanced Growth,Listed Equity,,Innovent Biologics Inc,68628.6487,522256.7696,0.00000754,,,KYG4818G1010
31/12/2024,Balanced Growth,Listed Equity,,Inpex Corp,73915.63555,1496837.738,0.0000216,,,JP3294460005
31/12/2024,Balanced Growth,Listed Equity,,InPost SA,9509.956843,262590.8746,0.00000379,,,LU2290522684
31/12/2024,Balanced Growth,Listed Equity,,Insignia Financial Ltd,2570934.168,9126816.297,0.00013169,,,AU000000IFL2
31/12/2024,Balanced Growth,Listed Equity,,Insulet Corp,8312.124189,3504879.696,0.00005057,,,US45784P1012
31/12/2024,Balanced Growth,Listed Equity,,Insurance Australia Group Ltd,16484204.14,139456367,0.00201225,,,AU000000IAG3
31/12/2024,Balanced Growth,Listed Equity,,Intact Financial Corp,25202.44608,7407656.036,0.00010689,,,CA45823T1066
31/12/2024,Balanced Growth,Listed Equity,,Integral Diagnostics Ltd,3610878.785,10507657.26,0.00015162,,,AU000000IDX2
31/12/2024,Balanced Growth,Listed Equity,,Intel Corp,406989.9467,13179598.53,0.00019017,,,US4581401001
31/12/2024,Balanced Growth,Listed Equity,,Intelligent Monitoring Group Ltd,1610407.205,901828.0349,0.00001301,,,AU0000199713
31/12/2024,Balanced Growth,Listed Equity,,Inter & Co Inc,14062.72471,95848.66215,0.00000138,,,KYG4R20B1074
31/12/2024,Balanced Growth,Listed Equity,,Interconexion Electrica SA ESP,29775.74437,182298.8511,0.00000263,,,COE15PA00026
31/12/2024,Balanced Growth,Listed Equity,,Intercontinental Exchange Inc,62936.40037,15146819.06,0.00021856,,,US45866F1049
31/12/2024,Balanced Growth,Listed Equity,,InterContinental Hotels Group PLC,8509.009252,1713261.463,0.00002472,,,GB00BHJYC057
31/12/2024,Balanced Growth,Listed Equity,,InterGlobe Aviation Ltd,11084.41096,952335.4508,0.00001374,,,INE646L01027
31/12/2024,Balanced Growth,Listed Equity,,International Business Machines Corp,136521.2558,48472046.62,0.00069941,,,US4592001014
31/12/2024,Balanced Growth,Listed Equity,,International Container Terminal Services Inc,60380.30007,650759.8204,0.00000939,,,PHY411571011
31/12/2024,Balanced Growth,Listed Equity,,International Flavors & Fragrances Inc,53640.17033,7325004.281,0.00010569,,,US4595061015
31/12/2024,Balanced Growth,Listed Equity,,International Games System Co Ltd,13818.86243,663081.1489,0.00000957,,,TW0003293007
31/12/2024,Balanced Growth,Listed Equity,,International Paper Co,23221.51545,2018544.716,0.00002913,,,US4601461035
31/12/2024,Balanced Growth,Listed Equity,,Interpublic Group of Cos Inc/The,160570.8783,7266730.208,0.00010485,,,US4606901001
31/12/2024,Balanced Growth,Listed Equity,,Intertek Group PLC,8656.669169,827895.0841,0.00001195,,,GB0031638363
31/12/2024,Balanced Growth,Listed Equity,,Intesa Sanpaolo SpA,3136362.933,20263060.22,0.00029238,,,IT0000072618
31/12/2024,Balanced Growth,Listed Equity,,Intouch Holdings PCL,57185.70422,262768.0101,0.00000379,,,TH0201010R12
31/12/2024,Balanced Growth,Listed Equity,,Intuit Inc,41382.34893,42007278.21,0.00060613,,,US4612021034
31/12/2024,Balanced Growth,Listed Equity,,Intuitive Surgical Inc,99453.10593,83841626.7,0.00120977,,,US46120E6023
31/12/2024,Balanced Growth,Listed Equity,,Inventec Corp,160136.2293,395241.6975,0.0000057,,,TW0002356003
31/12/2024,Balanced Growth,Listed Equity,,Investment AB Latour,3409.536388,137504.9197,0.00000198,,,SE0010100958
31/12/2024,Balanced Growth,Listed Equity,,Investor AB,107222.4578,4587538.11,0.00006619,,,SE0015811963
31/12/2024,Balanced Growth,Listed Equity,,IOI Corp Bhd,149406.2891,209387.8012,0.00000302,,,MYL1961OO001
31/12/2024,Balanced Growth,Listed Equity,,ioneer Ltd,20079.60875,3212.737399,0.00000005,,,AU0000028946
31/12/2024,Balanced Growth,Listed Equity,,IPD Group Ltd/Australia,1112800.566,4306538.19,0.00006214,,,AU0000189318
31/12/2024,Balanced Growth,Listed Equity,,IperionX Ltd,3837.542376,21106.48307,0.0000003,,,AU0000208910
31/12/2024,Balanced Growth,Listed Equity,,IPH Ltd,1033807.041,5200049.419,0.00007503,,,AU000000IPH9
31/12/2024,Balanced Growth,Listed Equity,,Ipsen SA,15414.85017,2853914.404,0.00004118,,,FR0010259150
31/12/2024,Balanced Growth,Listed Equity,,IQVIA Holdings Inc,22885.23735,7263470.881,0.00010481,,,US46266C1053
31/12/2024,Balanced Growth,Listed Equity,,IRESS Ltd,737400.3013,6865196.805,0.00009906,,,AU000000IRE2
31/12/2024,Balanced Growth,Listed Equity,,iShares MSCI Saudi Arabia Capped UCITS ETF,2839139.748,29269529.22,0.00042234,,,IE00BYYR0489
31/12/2024,Balanced Growth,Listed Equity,,iShares MSCI Saudi Arabia ETF,225218.0011,14855694.36,0.00021436,,,US46434V4234
31/12/2024,Balanced Growth,Listed Equity,,Israel Discount Bank Ltd,176475.7492,1949397.167,0.00002813,,,IL0006912120
31/12/2024,Balanced Growth,Listed Equity,,Isuzu Motors Ltd,41455.84019,919601.6519,0.00001327,,,JP3137200006
31/12/2024,Balanced Growth,Listed Equity,,Itausa SA,1642244.708,3791099.692,0.0000547,,,BRITSAACNPR7
31/12/2024,Balanced Growth,Listed Equity,,Itau Unibanco Holding SA,279545.7317,2245856.775,0.00003241,,,BRITUBACNPR1
31/12/2024,Balanced Growth,Listed Equity,,ITOCHU Corp,94083.15409,7572626.13,0.00010927,,,JP3143600009
31/12/2024,Balanced Growth,Listed Equity,,Ivanhoe Mines Ltd,36473.0949,698773.2255,0.00001008,,,CA46579R1047
31/12/2024,Balanced Growth,Listed Equity,,Jabil Inc,11051.31835,2568496.667,0.00003706,,,US4663131039
31/12/2024,Balanced Growth,Listed Equity,,Jack Henry & Associates Inc,10468.42087,2963925.018,0.00004277,,,US4262811015
31/12/2024,Balanced Growth,Listed Equity,,Jacobs Solutions Inc,13244.63127,2858350.365,0.00004124,,,US46982L1089
31/12/2024,Balanced Growth,Listed Equity,,James Hardie Industries PLC,3771811.202,188854586.9,0.00272503,,,AU000000JHX1
31/12/2024,Balanced Growth,Listed Equity,,Japan Airlines Co Ltd,7992.980869,204741.5138,0.00000295,,,JP3705200008
31/12/2024,Balanced Growth,Listed Equity,,Japan Exchange Group Inc,65481.45628,1191114.642,0.00001719,,,JP3183200009
31/12/2024,Balanced Growth,Listed Equity,,Japan Post Bank Co Ltd,84349.2651,1295505.294,0.00001869,,,JP3946750001
31/12/2024,Balanced Growth,Listed Equity,,Japan Post Holdings Co Ltd,158555.5545,2428708.59,0.00003504,,,JP3752900005
31/12/2024,Balanced Growth,Listed Equity,,Japan Post Insurance Co Ltd,11418.3532,341122.5811,0.00000492,,,JP3233250004
31/12/2024,Balanced Growth,Listed Equity,,Jardine Matheson Holdings Ltd,17675.35498,1169602.354,0.00001688,,,BMG507361001
31/12/2024,Balanced Growth,Listed Equity,,JA Solar Technology Co Ltd,9776.438731,29744.67055,0.00000043,,,CNE100000SD1
31/12/2024,Balanced Growth,Listed Equity,,Jazz Pharmaceuticals PLC,20660.58521,4109425.939,0.0000593,,,IE00B4Q5ZN47
31/12/2024,Balanced Growth,Listed Equity,,JB Hi-Fi Ltd,886067.8148,82120765.08,0.00118494,,,AU000000JBH7
31/12/2024,Balanced Growth,Listed Equity,,JB Hunt Transport Services Inc,7221.242486,1990434.045,0.00002872,,,US4456581077
31/12/2024,Balanced Growth,Listed Equity,,JBS S/A,46135.49153,437832.911,0.00000632,,,BRJBSSACNOR8
31/12/2024,Balanced Growth,Listed Equity,,JCET Group Co Ltd,9348.053995,84517.24373,0.00000122,,,CNE000001F05
31/12/2024,Balanced Growth,Listed Equity,,JD.com Inc,187750.6694,5309063.81,0.00007661,,,KYG8208B1014
31/12/2024,Balanced Growth,Listed Equity,,JD.com Inc,418582.4468,23438994.47,0.00033821,,,US47215P1066
31/12/2024,Balanced Growth,Listed Equity,,JDE Peet's NV,4504.078814,124518.2025,0.0000018,,,NL0014332678
31/12/2024,Balanced Growth,Listed Equity,,JD Health International Inc,66512.7251,388605.1955,0.00000561,,,KYG5074A1004
31/12/2024,Balanced Growth,Listed Equity,,JD Logistics Inc,1484402.595,3950565.05,0.000057,,,KYG5074S1012
31/12/2024,Balanced Growth,Listed Equity,,JD Sports Fashion PLC,147239.284,285620.4657,0.00000412,,,GB00BM8Q5M07
31/12/2024,Balanced Growth,Listed Equity,,Jentech Precision Industrial Co Ltd,4877.245563,366420.6147,0.00000529,,,TW0003653002
31/12/2024,Balanced Growth,Listed Equity,,Jeronimo Martins SGPS SA,113083.8908,3489402.976,0.00005035,,,PTJMT0AE0001
31/12/2024,Balanced Growth,Listed Equity,,JFE Holdings Inc,19194.73478,351028.2539,0.00000507,,,JP3386030005
31/12/2024,Balanced Growth,Listed Equity,,JG Summit Holdings Inc,156427.8969,89756.14518,0.0000013,,,PHY444251177
31/12/2024,Balanced Growth,Listed Equity,,Jiangsu Eastern Shenghong Co Ltd,33409.13211,60692.37063,0.00000088,,,CNE0000012K6
31/12/2024,Balanced Growth,Listed Equity,,Jiangsu Expressway Co Ltd,60152.69527,107309.9291,0.00000155,,,CNE1000003J5
31/12/2024,Balanced Growth,Listed Equity,,Jiangsu Hengli Hydraulic Co Ltd,4795.958137,56000.02957,0.00000081,,,CNE1000019R4
31/12/2024,Balanced Growth,Listed Equity,,Jiangsu Hengrui Pharmaceuticals Co Ltd,22711.70684,230668.4591,0.00000333,,,CNE0000014W7
31/12/2024,Balanced Growth,Listed Equity,,Jiangsu King's Luck Brewery JSC Ltd,4470.808433,44744.37103,0.00000065,,,CNE100001TH8
31/12/2024,Balanced Growth,Listed Equity,,Jiangsu Yanghe Distillery Co Ltd,5364.970119,99159.77539,0.00000143,,,CNE100000HB8
31/12/2024,Balanced Growth,Listed Equity,,Jiangsu Yuyue Medical Equipment & Supply Co Ltd,3739.221598,30191.23116,0.00000044,,,CNE1000009X3
31/12/2024,Balanced Growth,Listed Equity,,Jiangsu Zhongtian Technology Co Ltd,16936.23522,53664.3248,0.00000077,,,CNE000001CW4
31/12/2024,Balanced Growth,Listed Equity,,Jiangxi Copper Co Ltd,12111.82648,55315.27242,0.0000008,,,CNE0000019P0
31/12/2024,Balanced Growth,Listed Equity,,Jiangxi Copper Co Ltd,65842.8151,170578.3795,0.00000246,,,CNE1000003K3
31/12/2024,Balanced Growth,Listed Equity,,Jindal Stainless Ltd,18979.80111,250353.4286,0.00000361,,,INE220G01021
31/12/2024,Balanced Growth,Listed Equity,,Jindal Steel & Power Ltd,21217.64395,372535.2175,0.00000538,,,INE749A01030
31/12/2024,Balanced Growth,Listed Equity,,Jinko Solar Co Ltd,51707.74458,81348.76554,0.00000117,,,CNE100005R96
31/12/2024,Balanced Growth,Listed Equity,,Jio Financial Services Ltd,165565.4991,932965.3834,0.00001346,,,INE758E01017
31/12/2024,Balanced Growth,Listed Equity,,J M Smucker Co/The,8215.407799,1461165.642,0.00002108,,,US8326964058
31/12/2024,Balanced Growth,Listed Equity,,Joby Aviation Inc,404193.2713,5307423.558,0.00007658,,,KYG651631007
31/12/2024,Balanced Growth,Listed Equity,,Johns Lyng Group Ltd,884424.033,3307745.883,0.00004773,,,AU000000JLG8
31/12/2024,Balanced Growth,Listed Equity,,Johnson Controls International plc,239315.3745,30508216.92,0.00044021,,,IE00BY7QL619
31/12/2024,Balanced Growth,Listed Equity,,Johnson & Johnson,466061.4367,108861834.7,0.00157079,,,US4781601046
31/12/2024,Balanced Growth,Listed Equity,,Jointown Pharmaceutical Group Co Ltd,19029.38644,21558.59593,0.00000031,,,CNE100000W45
31/12/2024,Balanced Growth,Listed Equity,,Jollibee Foods Corp,28897.67996,217046.8162,0.00000313,,,PHY4466S1007
31/12/2024,Balanced Growth,Listed Equity,,Jones Lang LaSalle Inc,1326.854129,542485.4303,0.00000783,,,US48020Q1076
31/12/2024,Balanced Growth,Listed Equity,,JPMorgan Chase & Co,471428.9433,182518342.9,0.0026336,,,US46625H1005
31/12/2024,Balanced Growth,Listed Equity,,J Sainsbury PLC,770959.8319,4266727.017,0.00006157,,,GB00B019KW72
31/12/2024,Balanced Growth,Listed Equity,,JSW Energy Ltd,25372.24429,307605.3333,0.00000444,,,INE121E01018
31/12/2024,Balanced Growth,Listed Equity,,JSW Steel Ltd,35911.97195,610752.7748,0.00000881,,,INE019A01038
31/12/2024,Balanced Growth,Listed Equity,,Jubilant Foodworks Ltd,23484.75026,318149.5725,0.00000459,,,INE797F01020
31/12/2024,Balanced Growth,Listed Equity,,Judo Capital Holdings Ltd,7655961.189,13933849.36,0.00020105,,,AU0000182271
31/12/2024,Balanced Growth,Listed Equity,,Julius Baer Group Ltd,18247.57147,1907668.875,0.00002753,,,CH0102484968
31/12/2024,Balanced Growth,Listed Equity,,Jumbo Interactive Ltd,76639.63595,1066823.732,0.00001539,,,AU000000JIN0
31/12/2024,Balanced Growth,Listed Equity,,JUMBO SA,6791.564446,290325.171,0.00000419,,,GRS282183003
31/12/2024,Balanced Growth,Listed Equity,,Juneyao Airlines Co Ltd,17801.9463,53965.20208,0.00000078,,,CNE100001ZY0
31/12/2024,Balanced Growth,Listed Equity,,Juniper Networks Inc,35478.26472,2145943.658,0.00003096,,,US48203R1041
31/12/2024,Balanced Growth,Listed Equity,,Kajima Corp,57721.91793,1709015.42,0.00002466,,,JP3210200006
31/12/2024,Balanced Growth,Listed Equity,,KakaoBank Corp,9916.253103,229008.513,0.0000033,,,KR7323410001
31/12/2024,Balanced Growth,Listed Equity,,Kakao Corp,18114.5646,759177.2549,0.00001095,,,KR7035720002
31/12/2024,Balanced Growth,Listed Equity,,Kalbe Farma Tbk PT,1253533.397,171075.5009,0.00000247,,,ID1000125107
31/12/2024,Balanced Growth,Listed Equity,,Kalyan Jewellers India Ltd,23745.6829,343254.0072,0.00000495,,,INE303R01014
31/12/2024,Balanced Growth,Listed Equity,,Kansai Electric Power Co Inc/The,28083.72925,506083.8958,0.0000073,,,JP3228600007
31/12/2024,Balanced Growth,Listed Equity,,Kanzhun Ltd,15359.25915,342336.7111,0.00000494,,,US48553T1060
31/12/2024,Balanced Growth,Listed Equity,,Kao Corp,39903.98267,2619649.082,0.0000378,,,JP3205800000
31/12/2024,Balanced Growth,Listed Equity,,Karoon Energy Ltd,5348434.63,7434324.135,0.00010727,,,AU000000KAR6
31/12/2024,Balanced Growth,Listed Equity,,Kasikornbank PCL,2353241.364,17334453.57,0.00025012,,,TH0016010017
31/12/2024,Balanced Growth,Listed Equity,,Kasikornbank PCL,35197.45548,259271.6022,0.00000374,,,TH0016010R14
31/12/2024,Balanced Growth,Listed Equity,,Kawasaki Kisen Kaisha Ltd,17072.07061,395547.2834,0.00000571,,,JP3223800008
31/12/2024,Balanced Growth,Listed Equity,,KBC Group NV,21751.07352,2711590.475,0.00003913,,,BE0003565737
31/12/2024,Balanced Growth,Listed Equity,,KB Financial Group Inc,114767.6337,10438206.46,0.00015062,,,KR7105560007
31/12/2024,Balanced Growth,Listed Equity,,KDDI Corp,256192.3455,13274890.88,0.00019155,,,JP3496400007
31/12/2024,Balanced Growth,Listed Equity,,KE Holdings Inc,767639.5569,22837633.27,0.00032953,,,US4824971042
31/12/2024,Balanced Growth,Listed Equity,,Kellanova,19329.92468,2527891.464,0.00003648,,,US4878361082
31/12/2024,Balanced Growth,Listed Equity,,Kelsian Group Ltd,2758152.672,10094838.78,0.00014566,,,AU0000186678
31/12/2024,Balanced Growth,Listed Equity,,Kenvue Inc,297062.3503,10243529.32,0.00014781,,,US49177J1025
31/12/2024,Balanced Growth,Listed Equity,,Keppel Ltd,121359.5922,982779.2786,0.00001418,,,SG1U68934629
31/12/2024,Balanced Growth,Listed Equity,,Kering SA,32340.69565,12886538.66,0.00018594,,,FR0000121485
31/12/2024,Balanced Growth,Listed Equity,,Kerry Group PLC,7434.742312,1159494.717,0.00001673,,,IE0004906560
31/12/2024,Balanced Growth,Listed Equity,,Kesko Oyj,24374.02766,741097.2321,0.00001069,,,FI0009000202
31/12/2024,Balanced Growth,Listed Equity,,Keurig Dr Pepper Inc,157094.9456,8149704.674,0.00011759,,,US49271V1008
31/12/2024,Balanced Growth,Listed Equity,,KeyCorp,31257.17876,865296.0452,0.00001249,,,US4932671088
31/12/2024,Balanced Growth,Listed Equity,,Keyence Corp,15945.36081,10590841.67,0.00015282,,,JP3236200006
31/12/2024,Balanced Growth,Listed Equity,,Keyera Corp,18832.32411,929707.2328,0.00001341,,,CA4932711001
31/12/2024,Balanced Growth,Listed Equity,,Keysight Technologies Inc,126675.5289,32864233.56,0.00047421,,,US49338L1035
31/12/2024,Balanced Growth,Listed Equity,,KGHM Polska Miedz SA,8217.345899,369504.9117,0.00000533,,,PLKGHM000017
31/12/2024,Balanced Growth,Listed Equity,,KGI Financial Holding Co Ltd,956530.006,810517.6543,0.0000117,,,TW0002883006
31/12/2024,Balanced Growth,Listed Equity,,Kia Corp,92301.84974,10197455.05,0.00014714,,,KR7000270009
31/12/2024,Balanced Growth,Listed Equity,,Kikkoman Corp,39553.35489,716431.0831,0.00001034,,,JP3240400006
31/12/2024,Balanced Growth,Listed Equity,,Kimberly-Clark Corp,25459.8782,5388455.854,0.00007775,,,US4943681035
